Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Holmes County Sheriff Department,OH,12,,4.0,0,2.0,2,0,230.0,61,156.0,13.0,,,,,,,,,,holmes county,"holmes county,OH",05000US39075
Hudson City Police Dept,OH,12,22181.0,2.0,0,0.0,2,0,142.0,23,119.0,0.0,9.0,0.0,0.0,9.0,0.0,640.2,103.7,536.5,0.0,hudson city,"hudson city,OH",16000US3936651
Knox County Sheriff Department,OH,10,,12.0,1,2.0,2,7,229.0,74,155.0,0.0,,,,,,,,,,knox county,"knox county,OH",05000US39083
Lake County Sheriff Office,OH,12,,208.0,0,21.0,5,182,350.0,111,228.0,11.0,,,,,,,,,,lake county,"lake county,OH",05000US39085
Lawrence County Sheriff Department,OH,12,,86.0,1,8.0,11,66,1080.0,309,708.0,63.0,,,,,,,,,,lawrence county,"lawrence county,OH",05000US39087
Licking County Sheriff Office,OH,12,,407.0,0,51.0,13,343,1242.0,389,817.0,36.0,,,,,,,,,,licking county,"licking county,OH",05000US39089
Logan County Sheriff Office,OH,12,,10.0,0,4.0,0,6,555.0,238,301.0,16.0,,,,,,,,,,logan county,"logan county,OH",05000US39091
Lucas County Sheriff Department,OH,12,,82.0,0,4.0,22,56,1331.0,394,855.0,82.0,,,,,,,,,,lucas county,"lucas county,OH",05000US39095
Madison County Sheriff Office,OH,12,,13.0,0,3.0,2,8,472.0,180,271.0,21.0,,,,,,,,,,madison county,"madison county,OH",05000US39097
Marion City Police Dept,OH,12,36687.0,97.0,2,14.0,48,33,1893.0,851,997.0,45.0,264.4,5.5,38.2,130.8,90.0,5159.9,2319.6,2717.6,122.7,marion city,"marion city,OH",16000US3947754
Marion County Sheriff Office,OH,12,,34.0,0,6.0,20,8,1427.0,409,1009.0,9.0,,,,,,,,,,marion county,"marion county,OH",05000US39101
Miami County Sheriff Department,OH,12,,16.0,0,5.0,5,6,542.0,156,357.0,29.0,,,,,,,,,,miami county,"miami county,OH",05000US39109
Morrow County Sheriff Department,OH,12,,16.0,0,3.0,3,10,481.0,231,237.0,13.0,,,,,,,,,,morrow county,"morrow county,OH",05000US39117
Muskingum County Sheriff Office,OH,12,,53.0,1,22.0,12,18,1304.0,350,887.0,67.0,,,,,,,,,,muskingum county,"muskingum county,OH",05000US39119
Newark City Police Dept,OH,12,47787.0,69.0,0,20.0,32,17,2292.0,501,1705.0,86.0,144.4,0.0,41.9,67.0,35.6,4796.3,1048.4,3567.9,180.0,newark city,"newark city,OH",16000US3954040
Oregon City Police Dept,OH,12,20205.0,34.0,1,1.0,11,21,959.0,173,759.0,27.0,168.3,4.9,4.9,54.4,103.9,4746.3,856.2,3756.5,133.6,oregon city,"oregon city,OH",16000US3958730
Parma City Police Dept,OH,12,80963.0,56.0,0,4.0,14,38,451.0,47,398.0,6.0,69.2,0.0,4.9,17.3,46.9,557.0,58.1,491.6,7.4,parma city,"parma city,OH",16000US3961000
Perrysburg City Police Dept,OH,12,20771.0,16.0,0,3.0,2,11,419.0,53,349.0,17.0,77.0,0.0,14.4,9.6,53.0,2017.2,255.2,1680.2,81.8,perrysburg city,"perrysburg city,OH",16000US3962148
Pickaway County Sheriff Office,OH,12,,27.0,0,4.0,5,18,1094.0,493,580.0,21.0,,,,,,,,,,pickaway county,"pickaway county,OH",05000US39129
Portage County Sheriff Office,OH,12,,41.0,0,2.0,21,18,1804.0,634,1151.0,19.0,,,,,,,,,,portage county,"portage county,OH",05000US39133
Preble County Sheriff Office,OH,7,,11.0,2,2.0,0,7,140.0,52,75.0,13.0,,,,,,,,,,preble county,"preble county,OH",05000US39135
Richland County Sheriff Office,OH,12,,34.0,2,8.0,12,12,1433.0,630,762.0,41.0,,,,,,,,,,richland county,"richland county,OH",05000US39139
Ross County Sheriff Office,OH,12,,47.0,0,13.0,9,25,1797.0,539,1196.0,62.0,,,,,,,,,,ross county,"ross county,OH",05000US39141
Scioto County Sheriff Department,OH,12,,12.0,0,4.0,7,1,874.0,307,536.0,31.0,,,,,,,,,,scioto county,"scioto county,OH",05000US39145
Seneca County Sheriff Department,OH,12,,1.0,0,1.0,0,0,320.0,128,189.0,3.0,,,,,,,,,,seneca county,"seneca county,OH",05000US39147
Springfield City Police Dept,OH,12,60329.0,373.0,5,38.0,178,152,4337.0,1420,2746.0,171.0,618.3,8.3,63.0,295.0,252.0,7188.9,2353.8,4551.7,283.4,springfield city,"springfield city,OH",16000US3974118
Stark County Sheriff Office,OH,12,,90.0,0,11.0,53,26,1859.0,758,977.0,124.0,,,,,,,,,,stark county,"stark county,OH",05000US39151
Summit County Sheriff Office,OH,12,,29.0,0,11.0,8,10,1063.0,239,762.0,62.0,,,,,,,,,,summit county,"summit county,OH",05000US39153
Trumbull County Sheriff Office,OH,12,,26.0,1,5.0,1,19,534.0,263,259.0,12.0,,,,,,,,,,trumbull county,"trumbull county,OH",05000US39155
Tuscarawas County Sheriff Office,OH,12,,7.0,1,2.0,1,3,322.0,170,127.0,25.0,,,,,,,,,,tuscarawas county,"tuscarawas county,OH",05000US39157
Van Wert Police Dept,OH,12,10792.0,18.0,0,2.0,1,15,433.0,90,343.0,0.0,166.8,0.0,18.5,9.3,139.0,4012.2,834.0,3178.3,0.0,van wert,"van wert,OH",05000US39161
Warren City Police Dept,OH,12,41355.0,279.0,4,16.0,102,157,2010.0,812,1086.0,112.0,674.6,9.7,38.7,246.6,379.6,4860.4,1963.5,2626.0,270.8,warren city,"warren city,OH",16000US3980892
Warren County Sheriff Department,OH,3,,22.0,0,5.0,2,15,228.0,68,158.0,2.0,,,,,,,,,,warren county,"warren county,OH",05000US39165
Washington County Sheriff Department,OH,12,,26.0,0,9.0,0,17,477.0,210,252.0,15.0,,,,,,,,,,washington county,"washington county,OH",05000US39167
Wayne County Sheriff Office,OH,12,,21.0,0,8.0,2,11,678.0,299,347.0,32.0,,,,,,,,,,wayne county,"wayne county,OH",05000US39169
Wood County Sheriff Department,OH,12,,6.0,0,2.0,0,4,503.0,126,359.0,18.0,,,,,,,,,,wood county,"wood county,OH",05000US39173
Wooster City Police Dept,OH,12,26137.0,42.0,1,15.0,10,16,851.0,143,679.0,29.0,160.7,3.8,57.4,38.3,61.2,3255.9,547.1,2597.8,111.0,wooster city,"wooster city,OH",16000US3986548
Xenia City Police Dept,OH,12,25923.0,59.0,0,14.0,20,25,1163.0,224,911.0,28.0,227.6,0.0,54.0,77.2,96.4,4486.4,864.1,3514.3,108.0,xenia city,"xenia city,OH",16000US3986772
Cherokee County Sheriff Office,OK,12,,42.0,0,2.0,1,39,230.0,67,134.0,29.0,,,,,,,,,,cherokee county,"cherokee county,OK",05000US40021
Comanche County Sheriff Office,OK,12,,38.0,0,4.0,1,33,410.0,139,242.0,29.0,,,,,,,,,,comanche county,"comanche county,OK",05000US40031
Creek County Sheriff Department,OK,12,,56.0,3,5.0,5,43,375.0,133,203.0,39.0,,,,,,,,,,creek county,"creek county,OK",05000US40037
Delaware County Sheriff Office,OK,12,,52.0,1,5.0,0,46,380.0,137,197.0,46.0,,,,,,,,,,delaware county,"delaware county,OK",05000US40041
Grady County Sheriff Department,OK,12,,53.0,1,4.0,1,47,239.0,108,118.0,13.0,,,,,,,,,,grady county,"grady county,OK",05000US40051
Le Flore County Sheriff Department,OK,12,,49.0,1,1.0,0,47,367.0,163,179.0,25.0,,,,,,,,,,le flore county,"le flore county,OK",05000US40079
Logan County Sheriff Department,OK,12,,23.0,0,1.0,1,21,403.0,157,218.0,28.0,,,,,,,,,,logan county,"logan county,OK",05000US40083
Mayes County Sheriff Office,OK,10,,20.0,2,0.0,1,17,199.0,70,112.0,17.0,,,,,,,,,,mayes county,"mayes county,OK",05000US40097
Muskogee Police Dept,OK,12,39472.0,579.0,1,23.0,36,519,1862.0,690,1078.0,94.0,1466.9,2.5,58.3,91.2,1314.9,4717.3,1748.1,2731.0,238.1,muskogee,"muskogee,OK",05000US40101
Okmulgee Police Dept,OK,12,12359.0,52.0,1,0.0,5,46,468.0,94,338.0,36.0,420.7,8.1,0.0,40.5,372.2,3786.7,760.6,2734.8,291.3,okmulgee,"okmulgee,OK",05000US40111
Osage County Sheriff Office,OK,12,,31.0,0,5.0,3,23,400.0,141,221.0,38.0,,,,,,,,,,osage county,"osage county,OK",05000US40113
Pottawatomie County Sheriff Department,OK,12,,30.0,2,2.0,0,26,619.0,233,307.0,79.0,,,,,,,,,,pottawatomie county,"pottawatomie county,OK",05000US40125
Rogers County Sheriff Office,OK,12,,60.0,0,18.0,1,41,401.0,134,211.0,56.0,,,,,,,,,,rogers county,"rogers county,OK",05000US40131
Sequoyah County Sheriff Department,OK,12,,42.0,0,4.0,0,38,335.0,128,192.0,15.0,,,,,,,,,,sequoyah county,"sequoyah county,OK",05000US40135
Wagoner County Sheriff Office,OK,12,,47.0,2,5.0,2,38,444.0,170,244.0,30.0,,,,,,,,,,wagoner county,"wagoner county,OK",05000US40145
Woodward Police Dept,OK,11,12017.0,44.0,0,5.0,0,39,378.0,93,249.0,36.0,,,,,,,,,,woodward,"woodward,OK",05000US40153
Albany City Police Dept,OR,12,51084.0,44.0,0,10.0,23,11,1580.0,224,1262.0,94.0,86.1,0.0,19.6,45.0,21.5,3092.9,438.5,2470.4,184.0,albany city,"albany city,OR",16000US4101000
Bend City Police Dept,OR,6,78458.0,57.0,0,7.0,4,46,611.0,94,498.0,19.0,,,,,,,,,,bend city,"bend city,OR",16000US4105800
Clackamas County Sheriff Department,OR,12,,218.0,8,55.0,85,70,5610.0,1000,4108.0,502.0,,,,,,,,,,clackamas county,"clackamas county,OR",05000US41005
Coos County Sheriff Office,OR,12,,28.0,0,1.0,1,26,473.0,123,321.0,29.0,,,,,,,,,,coos county,"coos county,OR",05000US41011
Deschutes County Sheriff Office,OR,12,,118.0,0,9.0,5,104,897.0,252,601.0,44.0,,,,,,,,,,deschutes county,"deschutes county,OR",05000US41017
Douglas County Sheriff Office,OR,12,,51.0,0,14.0,7,30,1360.0,389,893.0,78.0,,,,,,,,,,douglas county,"douglas county,OR",05000US41019
Hillsboro City Police Dept,OR,12,94119.0,180.0,2,34.0,52,92,2154.0,323,1716.0,115.0,191.2,2.1,36.1,55.2,97.7,2288.6,343.2,1823.2,122.2,hillsboro city,"hillsboro city,OR",16000US4134100
Jackson County Sheriff Department,OR,12,,167.0,2,14.0,9,142,1304.0,313,917.0,74.0,,,,,,,,,,jackson county,"jackson county,OR",05000US41029
Josephine County Sheriff Department,OR,12,,71.0,0,1.0,6,64,825.0,322,411.0,92.0,,,,,,,,,,josephine county,"josephine county,OR",05000US41033
Keizer City Police Dept,OR,12,37160.0,65.0,0,11.0,9,45,854.0,121,680.0,53.0,174.9,0.0,29.6,24.2,121.1,2298.2,325.6,1829.9,142.6,keizer city,"keizer city,OR",16000US4138500
Klamath County Sheriff Office,OR,12,,71.0,2,12.0,11,46,386.0,133,183.0,70.0,,,,,,,,,,klamath county,"klamath county,OR",05000US41035
Lane County Sheriff Office,OR,12,,203.0,7,22.0,21,153,1105.0,436,558.0,111.0,,,,,,,,,,lane county,"lane county,OR",05000US41039
Linn County Sheriff Department,OR,12,,35.0,0,10.0,9,16,1135.0,308,736.0,91.0,,,,,,,,,,linn county,"linn county,OR",05000US41043
Marion County Sheriff Office,OR,12,,70.0,2,17.0,18,33,2448.0,511,1636.0,301.0,,,,,,,,,,marion county,"marion county,OR",05000US41047
Medford City Police Dept,OR,12,76037.0,425.0,2,39.0,64,320,4418.0,477,3764.0,177.0,558.9,2.6,51.3,84.2,420.8,5810.3,627.3,4950.2,232.8,medford city,"medford city,OR",16000US4147000
Tualatin City Police Dept,OR,12,26747.0,29.0,1,3.0,10,15,886.0,128,722.0,36.0,108.4,3.7,11.2,37.4,56.1,3312.5,478.6,2699.4,134.6,tualatin city,"tualatin city,OR",16000US4174950
Washington County Sheriff Office,OR,12,,317.0,6,75.0,63,173,2669.0,556,1946.0,167.0,,,,,,,,,,washington county,"washington county,OR",05000US41067
Yamhill County Sheriff Office,OR,12,,32.0,1,9.0,3,19,679.0,236,406.0,37.0,,,,,,,,,,yamhill county,"yamhill county,OR",05000US41071
Allentown City Police Dept,PA,12,119334.0,653.0,15,54.0,374,210,4603.0,1248,2987.0,368.0,547.2,12.6,45.3,313.4,176.0,3857.2,1045.8,2503.1,308.4,allentown city,"allentown city,PA",16000US4202000
Altoona City Police Dept,PA,12,46404.0,163.0,2,31.0,32,98,903.0,226,641.0,36.0,351.3,4.3,66.8,69.0,211.2,1946.0,487.0,1381.3,77.6,altoona city,"altoona city,PA",16000US4202184
Chester City Police Dept,PA,12,34239.0,720.0,22,17.0,217,464,1203.0,465,636.0,102.0,2102.9,64.3,49.7,633.8,1355.2,3513.5,1358.1,1857.5,297.9,chester city,"chester city,PA",16000US4213208
Erie Police Dept,PA,12,101972.0,458.0,8,64.0,172,214,3510.0,1095,2311.0,104.0,449.1,7.8,62.8,168.7,209.9,3442.1,1073.8,2266.3,102.0,erie,"erie,PA",05000US42049
Harrisburg City Police Dept,PA,12,49753.0,727.0,11,56.0,388,272,2426.0,613,1655.0,158.0,1461.2,22.1,112.6,779.9,546.7,4876.1,1232.1,3326.4,317.6,harrisburg city,"harrisburg city,PA",16000US4232800
Hazleton City Police Dept,PA,12,25358.0,114.0,3,19.0,46,46,600.0,210,344.0,46.0,449.6,11.8,74.9,181.4,181.4,2366.1,828.1,1356.6,181.4,hazleton city,"hazleton city,PA",16000US4233408
Johnstown City Police Dept,PA,12,22360.0,131.0,1,6.0,31,93,822.0,285,499.0,38.0,585.9,4.5,26.8,138.6,415.9,3676.2,1274.6,2231.7,169.9,johnstown city,"johnstown city,PA",16000US4238288
Lebanon City Police Dept,PA,12,25662.0,99.0,2,6.0,48,43,696.0,123,544.0,29.0,385.8,7.8,23.4,187.0,167.6,2712.2,479.3,2119.9,113.0,lebanon city,"lebanon city,PA",16000US4242168
Mckeesport City Police Dept,PA,12,21603.0,410.0,10,13.0,69,318,721.0,279,409.0,33.0,1897.9,46.3,60.2,319.4,1472.0,3337.5,1291.5,1893.3,152.8,mckeesport city,"mckeesport city,PA",16000US4246256
Monroeville Municipality Police Dept,PA,12,28491.0,70.0,0,0.0,11,59,420.0,98,298.0,24.0,245.7,0.0,0.0,38.6,207.1,1474.1,344.0,1045.9,84.2,monroeville municipality,"monroeville municipality,PA",16000US4250528
Murrysville Municipality Police Dept,PA,12,20072.0,8.0,0,2.0,4,2,93.0,25,68.0,0.0,39.9,0.0,10.0,19.9,10.0,463.3,124.6,338.8,0.0,murrysville municipality,"murrysville municipality,PA",16000US4252432
Philadelphia Police Dept,PA,12,1538957.0,17853.0,331,880.0,7984,8658,56997.0,12004,38592.0,6401.0,1160.1,21.5,57.2,518.8,562.6,3703.6,780.0,2507.7,415.9,philadelphia,"philadelphia,PA",05000US42101
Scranton City Police Dept,PA,12,76118.0,252.0,0,23.0,129,100,2553.0,641,1796.0,116.0,331.1,0.0,30.2,169.5,131.4,3354.0,842.1,2359.5,152.4,scranton city,"scranton city,PA",16000US4269000
York City Police Dept,PA,12,43955.0,587.0,11,44.0,189,343,1582.0,433,1050.0,99.0,1335.5,25.0,100.1,430.0,780.3,3599.1,985.1,2388.8,225.2,york city,"york city,PA",16000US4287048
Bristol Police Dept,RI,12,22900.0,15.0,0,2.0,1,12,259.0,45,211.0,3.0,65.5,0.0,8.7,4.4,52.4,1131.0,196.5,921.4,13.1,bristol,"bristol,RI",05000US44001
Providence Police Dept,RI,12,177882.0,1133.0,17,84.0,362,670,7977.0,1929,4884.0,1164.0,636.9,9.6,47.2,203.5,376.7,4484.4,1084.4,2745.6,654.4,providence,"providence,RI",05000US44007
Berkeley County Sheriff Office,SC,12,,487.0,10,37.0,82,358,3558.0,1010,2173.0,375.0,,,,,,,,,,berkeley county,"berkeley county,SC",05000US45015
Charleston City Police Dept,SC,12,123856.0,296.0,12,19.0,104,161,3373.0,374,2764.0,235.0,239.0,9.7,15.3,84.0,130.0,2723.3,302.0,2231.6,189.7,charleston city,"charleston city,SC",16000US4513330
Charleston County Sheriff Department,SC,12,,441.0,4,19.0,66,352,1803.0,546,1100.0,157.0,,,,,,,,,,charleston county,"charleston county,SC",05000US45019
Cherokee County Sheriff Department,SC,12,,79.0,1,0.0,12,66,440.0,190,187.0,63.0,,,,,,,,,,cherokee county,"cherokee county,SC",05000US45021
Chesterfield County Sheriff Office,SC,12,,138.0,2,7.0,11,118,977.0,244,677.0,56.0,,,,,,,,,,chesterfield county,"chesterfield county,SC",05000US45025
Clarendon County Sheriff Department,SC,12,,113.0,1,6.0,15,91,896.0,284,551.0,61.0,,,,,,,,,,clarendon county,"clarendon county,SC",05000US45027
Colleton County Sheriff Department,SC,12,,204.0,2,11.0,8,183,1180.0,326,699.0,155.0,,,,,,,,,,colleton county,"colleton county,SC",05000US45029
Darlington County Sheriff Office,SC,12,,345.0,4,10.0,33,298,2332.0,938,1243.0,151.0,,,,,,,,,,darlington county,"darlington county,SC",05000US45031
Dorchester County Sheriff Department,SC,12,,345.0,3,25.0,53,264,2074.0,582,1292.0,200.0,,,,,,,,,,dorchester county,"dorchester county,SC",05000US45035
Georgetown County Sheriff Office,SC,10,,137.0,2,11.0,10,114,1185.0,410,695.0,80.0,,,,,,,,,,georgetown county,"georgetown county,SC",05000US45043
Horry County Police Department,SC,10,,757.0,7,95.0,103,552,4730.0,1273,3076.0,381.0,,,,,,,,,,horry county,"horry county,SC",05000US45051
Kershaw County Sheriff Department,SC,12,,256.0,2,27.0,14,213,1557.0,485,962.0,110.0,,,,,,,,,,kershaw county,"kershaw county,SC",05000US45055
Lancaster County Sheriff Office,SC,12,,245.0,10,18.0,45,172,2497.0,764,1637.0,96.0,,,,,,,,,,lancaster county,"lancaster county,SC",05000US45057
Laurens County Sheriff Office,SC,12,,306.0,4,21.0,20,261,1252.0,477,689.0,86.0,,,,,,,,,,laurens county,"laurens county,SC",05000US45059
Newberry Police Dept,SC,12,10430.0,85.0,0,3.0,15,67,501.0,111,383.0,7.0,815.0,0.0,28.8,143.8,642.4,4803.5,1064.2,3672.1,67.1,newberry,"newberry,SC",05000US45071
North Augusta City Police Dept,SC,12,21639.0,46.0,2,3.0,17,24,883.0,127,691.0,65.0,212.6,9.2,13.9,78.6,110.9,4080.6,586.9,3193.3,300.4,north augusta city,"north augusta city,SC",16000US4550695
Oconee County Sheriff Department,SC,12,,268.0,5,26.0,7,230,1677.0,535,1018.0,124.0,,,,,,,,,,oconee county,"oconee county,SC",05000US45073
Orangeburg County Sheriff Department,SC,12,,256.0,12,26.0,69,149,3266.0,1035,1830.0,401.0,,,,,,,,,,orangeburg county,"orangeburg county,SC",05000US45075
Pickens County Sheriff Department,SC,12,,254.0,4,14.0,16,220,2096.0,608,1285.0,203.0,,,,,,,,,,pickens county,"pickens county,SC",05000US45077
Richland County Sheriff Department,SC,12,,2266.0,15,105.0,388,1758,9747.0,2657,5891.0,1199.0,,,,,,,,,,richland county,"richland county,SC",05000US45079
Williamsburg County Sheriff Department,SC,10,,107.0,4,8.0,18,77,753.0,250,436.0,67.0,,,,,,,,,,williamsburg county,"williamsburg county,SC",05000US45089
York County Sheriff Department,SC,12,,499.0,1,20.0,37,441,2300.0,531,1641.0,128.0,,,,,,,,,,york county,"york county,SC",05000US45091
Aberdeen City Police Dept,SD,12,26593.0,69.0,0,23.0,1,45,507.0,88,392.0,27.0,259.5,0.0,86.5,3.8,169.2,1906.5,330.9,1474.1,101.5,aberdeen city,"aberdeen city,SD",16000US4600100
Brookings Police Dept,SD,12,22478.0,8.0,0,0.0,0,8,40.0,0,40.0,0.0,35.6,0.0,0.0,0.0,35.6,178.0,0.0,178.0,0.0,brookings,"brookings,SD",05000US46011
Minnehaha County Sheriff Department,SD,12,,41.0,0,14.0,0,27,317.0,82,224.0,11.0,,,,,,,,,,minnehaha county,"minnehaha county,SD",05000US46099
Pennington County Sheriff Office,SD,12,,63.0,0,20.0,0,43,408.0,116,271.0,21.0,,,,,,,,,,pennington county,"pennington county,SD",05000US46103
Yankton Police Dept,SD,12,14728.0,42.0,0,19.0,2,21,453.0,57,378.0,18.0,285.2,0.0,129.0,13.6,142.6,3075.8,387.0,2566.5,122.2,yankton,"yankton,SD",05000US46135
Anderson County Sheriff Department,TN,12,,107.0,1,17.0,10,79,805.0,333,391.0,81.0,,,,,,,,,,anderson county,"anderson county,TN",05000US47001
Blount County Sheriff Department,TN,12,,301.0,3,28.0,16,254,1782.0,704,968.0,110.0,,,,,,,,,,blount county,"blount county,TN",05000US47009
Bradley County Sheriff Department,TN,12,,220.0,1,6.0,14,199,965.0,272,612.0,81.0,,,,,,,,,,bradley county,"bradley county,TN",05000US47011
Campbell County Sheriff Department,TN,12,,57.0,0,12.0,8,37,669.0,336,301.0,32.0,,,,,,,,,,campbell county,"campbell county,TN",05000US47013
Carter County Sheriff Office,TN,12,,53.0,4,2.0,1,46,666.0,295,315.0,56.0,,,,,,,,,,carter county,"carter county,TN",05000US47019
Cheatham County Sheriff Office,TN,12,,102.0,1,6.0,5,90,573.0,148,364.0,61.0,,,,,,,,,,cheatham county,"cheatham county,TN",05000US47021
Claiborne County Sheriff Department,TN,12,,139.0,0,3.0,11,125,670.0,339,288.0,43.0,,,,,,,,,,claiborne county,"claiborne county,TN",05000US47025
Cocke County Sheriff Office,TN,12,,160.0,3,2.0,12,143,895.0,397,434.0,64.0,,,,,,,,,,cocke county,"cocke county,TN",05000US47029
Coffee County Sheriff Department,TN,12,,67.0,1,0.0,3,63,380.0,112,241.0,27.0,,,,,,,,,,coffee county,"coffee county,TN",05000US47031
Cumberland County Sheriff Department,TN,12,,79.0,2,7.0,5,65,839.0,334,453.0,52.0,,,,,,,,,,cumberland county,"cumberland county,TN",05000US47035
Fayette County Sheriff Department,TN,12,,62.0,0,4.0,8,50,320.0,104,194.0,22.0,,,,,,,,,,fayette county,"fayette county,TN",05000US47047
Franklin Police Dept,TN,12,64848.0,93.0,1,11.0,11,70,1033.0,90,902.0,41.0,143.4,1.5,17.0,17.0,107.9,1593.0,138.8,1390.9,63.2,franklin,"franklin,TN",05000US47051
Greene County Sheriff Department,TN,12,,154.0,4,10.0,23,117,1094.0,429,579.0,86.0,,,,,,,,,,greene county,"greene county,TN",05000US47059
Hamblen County Sheriff Department,TN,12,,87.0,0,4.0,13,70,607.0,182,398.0,27.0,,,,,,,,,,hamblen county,"hamblen county,TN",05000US47063
Hamilton County Sheriff Office,TN,12,,252.0,2,20.0,18,212,1826.0,625,1088.0,113.0,,,,,,,,,,hamilton county,"hamilton county,TN",05000US47065
Hawkins,TN,12,,64.0,2,8.0,6,48,789.0,244,496.0,49.0,,,,,,,,,,hawkins,"hawkins,TN",05000US47073
Jefferson County Sheriff Department,TN,12,,110.0,2,9.0,9,90,854.0,316,494.0,44.0,,,,,,,,,,jefferson county,"jefferson county,TN",05000US47089
Knox County Sheriff Office,TN,12,,539.0,7,30.0,81,421,5589.0,1285,3863.0,441.0,,,,,,,,,,knox county,"knox county,TN",05000US47093
Lawrence County Sheriff Department,TN,12,,98.0,0,2.0,2,94,565.0,218,310.0,37.0,,,,,,,,,,lawrence county,"lawrence county,TN",05000US47099
Lincoln County Sheriff Department,TN,12,,89.0,4,3.0,1,81,369.0,149,204.0,16.0,,,,,,,,,,lincoln county,"lincoln county,TN",05000US47103
Loudon County Sheriff Department,TN,12,,60.0,0,4.0,1,55,565.0,168,360.0,37.0,,,,,,,,,,loudon county,"loudon county,TN",05000US47105
Madison County Sheriff Department,TN,12,,146.0,1,11.0,6,128,799.0,320,440.0,39.0,,,,,,,,,,madison county,"madison county,TN",05000US47113
Maury County Sheriff Office,TN,12,,131.0,1,12.0,5,113,636.0,197,396.0,43.0,,,,,,,,,,maury county,"maury county,TN",05000US47119
Mcminn County Sheriff Department,TN,12,,69.0,0,2.0,5,62,656.0,194,387.0,75.0,,,,,,,,,,mcminn county,"mcminn county,TN",05000US47107
Monroe County Sheriff Department,TN,12,,135.0,4,3.0,3,125,685.0,214,411.0,60.0,,,,,,,,,,monroe county,"monroe county,TN",05000US47123
Montgomery County Sheriff Department,TN,12,,105.0,2,9.0,4,90,770.0,178,534.0,58.0,,,,,,,,,,montgomery county,"montgomery county,TN",05000US47125
Putnam County Sheriff Department,TN,12,,142.0,0,7.0,3,132,982.0,270,652.0,60.0,,,,,,,,,,putnam county,"putnam county,TN",05000US47141
Roane County Sheriff Department,TN,12,,51.0,0,7.0,0,44,553.0,248,268.0,37.0,,,,,,,,,,roane county,"roane county,TN",05000US47145
Robertson County Sheriff Department,TN,12,,53.0,0,4.0,2,47,348.0,121,199.0,28.0,,,,,,,,,,robertson county,"robertson county,TN",05000US47147
Rutherford County Sheriff Department,TN,12,,241.0,0,12.0,13,216,1299.0,397,799.0,103.0,,,,,,,,,,rutherford county,"rutherford county,TN",05000US47149
Sevier County Sheriff Department,TN,12,,142.0,2,13.0,13,114,2047.0,859,1092.0,96.0,,,,,,,,,,sevier county,"sevier county,TN",05000US47155
Shelby County Sheriff Office,TN,12,,601.0,1,37.0,79,484,3073.0,945,1966.0,162.0,,,,,,,,,,shelby county,"shelby county,TN",05000US47157
Sullivan County Sheriff Department,TN,12,,407.0,1,17.0,15,374,1526.0,470,949.0,107.0,,,,,,,,,,sullivan county,"sullivan county,TN",05000US47163
Sumner County Sheriff Department,TN,12,,119.0,1,10.0,3,105,736.0,263,439.0,34.0,,,,,,,,,,sumner county,"sumner county,TN",05000US47165
Tipton County Sheriff Office,TN,12,,152.0,0,12.0,7,133,621.0,201,364.0,56.0,,,,,,,,,,tipton county,"tipton county,TN",05000US47167
Warren County Sheriff Department,TN,12,,39.0,0,1.0,1,37,402.0,129,238.0,35.0,,,,,,,,,,warren county,"warren county,TN",05000US47177
Washington County Sheriff Department,TN,12,,174.0,0,5.0,9,160,1076.0,445,575.0,56.0,,,,,,,,,,washington county,"washington county,TN",05000US47179
Williamson County Sheriff Office,TN,12,,74.0,0,7.0,8,59,488.0,154,308.0,26.0,,,,,,,,,,williamson county,"williamson county,TN",05000US47187
Wilson County Sheriff Department,TN,12,,142.0,1,3.0,14,124,949.0,296,564.0,89.0,,,,,,,,,,wilson county,"wilson county,TN",05000US47189
Anderson County Sheriff Office,TX,12,,52.0,1,3.0,2,46,444.0,199,204.0,41.0,,,,,,,,,,anderson county,"anderson county,TX",05000US48001
Angelina County Sheriff Department,TX,12,,73.0,2,5.0,6,60,658.0,262,363.0,33.0,,,,,,,,,,angelina county,"angelina county,TX",05000US48005
Austin Police Dept,TX,12,832901.0,3405.0,31,209.0,978,2187,43472.0,7244,33913.0,2315.0,408.8,3.7,25.1,117.4,262.6,5219.3,869.7,4071.7,277.9,austin,"austin,TX",05000US48015
Bastrop County Sheriff Department,TX,12,,210.0,0,43.0,11,156,1084.0,405,600.0,79.0,,,,,,,,,,bastrop county,"bastrop county,TX",05000US48021
Bell County Sheriff Department,TX,12,,36.0,3,17.0,4,12,706.0,270,411.0,25.0,,,,,,,,,,bell county,"bell county,TX",05000US48027
Bexar County Sheriff Office,TX,12,,487.0,10,70.0,99,308,6398.0,2081,3865.0,452.0,,,,,,,,,,bexar county,"bexar county,TX",05000US48029
Bowie County Sheriff Office,TX,12,,131.0,0,15.0,9,107,848.0,331,425.0,92.0,,,,,,,,,,bowie county,"bowie county,TX",05000US48037
Brazoria County Sheriff Department,TX,12,,92.0,3,5.0,26,58,1523.0,587,836.0,100.0,,,,,,,,,,brazoria county,"brazoria county,TX",05000US48039
