Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Pinal County Sheriff Department,AZ,12,,173.0,5,29.0,15,124,3360.0,687,2440.0,233.0,,,,,,,,,,pinal county,"pinal county,AZ",05000US04021
Prescott Police Dept,AZ,12,40420.0,168.0,2,14.0,19,133,1104.0,197,883.0,24.0,415.6,4.9,34.6,47.0,329.0,2731.3,487.4,2184.6,59.4,prescott,"prescott,AZ",16000US0457450
Prescott Valley Police Dept,AZ,12,39407.0,89.0,4,1.0,8,76,750.0,95,622.0,33.0,225.8,10.2,2.5,20.3,192.9,1903.2,241.1,1578.4,83.7,prescott valley,"prescott valley,AZ",04000US04
Sahuarita,AZ,12,25736.0,11.0,0,2.0,2,7,374.0,49,311.0,14.0,42.7,0.0,7.8,7.8,27.2,1453.2,190.4,1208.4,54.4,sahuarita,"sahuarita,AZ",04000US04
San Luis Dept Of Public Safety,AZ,12,28168.0,29.0,0,6.0,1,22,582.0,158,352.0,72.0,103.0,0.0,21.3,3.6,78.1,2066.2,560.9,1249.6,255.6,san luis dept of public safety,"san luis dept of public safety,AZ",04000US04
Santa Cruz County Sheriff Department,AZ,12,,8.0,0,0.0,3,5,255.0,116,114.0,25.0,,,,,,,,,,santa cruz county,"santa cruz county,AZ",05000US04023
Scottsdale Police Dept,AZ,12,223432.0,329.0,3,42.0,115,169,6047.0,1255,4551.0,241.0,147.2,1.3,18.8,51.5,75.6,2706.4,561.7,2036.9,107.9,scottsdale,"scottsdale,AZ",04000US04
Sedona,AZ,12,10173.0,20.0,0,4.0,4,12,219.0,50,161.0,8.0,196.6,0.0,39.3,39.3,118.0,2152.8,491.5,1582.6,78.6,sedona,"sedona,AZ",04000US04
Show Low Police Dept,AZ,12,10773.0,87.0,0,4.0,6,77,569.0,107,450.0,12.0,807.6,0.0,37.1,55.7,714.7,5281.7,993.2,4177.1,111.4,show low,"show low,AZ",04000US04
Sierra Vista Dept Of Public Safety,AZ,12,46612.0,130.0,0,24.0,28,78,1541.0,246,1217.0,78.0,278.9,0.0,51.5,60.1,167.3,3306.0,527.8,2610.9,167.3,sierra vista dept of public safety,"sierra vista dept of public safety,AZ",04000US04
Somerton Police Dept,AZ,12,14687.0,18.0,0,0.0,0,18,224.0,70,143.0,11.0,122.6,0.0,0.0,0.0,122.6,1525.2,476.6,973.7,74.9,somerton,"somerton,AZ",04000US04
Surprise Police Dept,AZ,12,120793.0,162.0,3,8.0,62,89,2488.0,519,1851.0,118.0,134.1,2.5,6.6,51.3,73.7,2059.7,429.7,1532.4,97.7,surprise,"surprise,AZ",04000US04
Tempe Police Dept,AZ,12,166061.0,878.0,11,44.0,253,570,7824.0,1250,6085.0,489.0,528.7,6.6,26.5,152.4,343.2,4711.5,752.7,3664.3,294.5,tempe,"tempe,AZ",04000US04
Tucson Police Dept,AZ,12,531535.0,3851.0,43,234.0,1260,2314,,5021,,2499.0,724.5,8.1,44.0,237.0,435.3,,944.6,,470.1,tucson,"tucson,AZ",
Yavapai County Sheriff Department,AZ,12,,252.0,3,23.0,9,217,1315.0,456,749.0,110.0,,,,,,,,,,yavapai county,"yavapai county,AZ",05000US04025
Yuma County Sheriff Department,AZ,12,,138.0,26,8.0,10,94,837.0,362,404.0,71.0,,,,,,,,,,yuma county,"yuma county,AZ",05000US04027
Yuma Police Dept,AZ,12,95568.0,508.0,5,27.0,61,415,3353.0,955,2162.0,236.0,531.6,5.2,28.3,63.8,434.2,3508.5,999.3,2262.3,246.9,yuma,"yuma,AZ",05000US04027
Arkadelphia Police Dept,AR,12,10698.0,48.0,5,5.0,3,35,407.0,111,290.0,6.0,448.7,46.7,46.7,28.0,327.2,3804.4,1037.6,2710.8,56.1,arkadelphia,"arkadelphia,AR",04000US05
Baxter County Sheriff Department,AR,12,,35.0,3,5.0,3,24,626.0,172,421.0,33.0,,,,,,,,,,baxter county,"baxter county,AR",05000US05005
Benton County Sheriff Department,AR,12,,169.0,0,30.0,3,136,576.0,265,282.0,29.0,,,,,,,,,,benton county,"benton county,AR",05000US05007
Benton Police Dept,AR,12,31486.0,116.0,0,13.0,23,80,1373.0,250,1036.0,87.0,368.4,0.0,41.3,73.0,254.1,4360.7,794.0,3290.4,276.3,benton,"benton,AR",05000US05007
Bentonville Police Dept,AR,12,36433.0,82.0,2,15.0,5,60,740.0,153,561.0,26.0,225.1,5.5,41.2,13.7,164.7,2031.1,419.9,1539.8,71.4,bentonville,"bentonville,AR",04000US05
Blytheville Police Dept,AR,12,15506.0,196.0,8,9.0,39,140,1173.0,482,638.0,53.0,1264.0,51.6,58.0,251.5,902.9,7564.8,3108.5,4114.5,341.8,blytheville,"blytheville,AR",04000US05
Bryant Police Dept,AR,12,17129.0,16.0,0,5.0,11,0,911.0,187,689.0,35.0,93.4,0.0,29.2,64.2,0.0,5318.5,1091.7,4022.4,204.3,bryant,"bryant,AR",04000US05
Cabot Police Dept,AR,12,24212.0,61.0,0,5.0,6,50,1027.0,501,484.0,42.0,251.9,0.0,20.7,24.8,206.5,4241.7,2069.2,1999.0,173.5,cabot,"cabot,AR",04000US05
Camden Police Dept,AR,12,12118.0,70.0,1,0.0,9,60,590.0,178,405.0,7.0,577.7,8.3,0.0,74.3,495.1,4868.8,1468.9,3342.1,57.8,camden,"camden,AR",04000US05
Conway Police Dept,AR,12,60700.0,252.0,1,29.0,76,146,2539.0,410,2028.0,101.0,415.2,1.6,47.8,125.2,240.5,4182.9,675.5,3341.0,166.4,conway,"conway,AR",05000US05029
Crawford County Sheriff Department,AR,12,,100.0,0,5.0,0,95,396.0,122,247.0,27.0,,,,,,,,,,crawford county,"crawford county,AR",05000US05033
El Dorado Police Dept,AR,12,18860.0,197.0,1,2.0,29,165,1009.0,430,545.0,34.0,1044.5,5.3,10.6,153.8,874.9,5349.9,2280.0,2889.7,180.3,el dorado,"el dorado,AR",04000US05
Faulkner County Sheriff Department,AR,5,,33.0,0,14.0,1,18,394.0,127,228.0,39.0,,,,,,,,,,faulkner county,"faulkner county,AR",05000US05045
Fayetteville Police Dept,AR,12,75387.0,388.0,1,58.0,40,289,3043.0,504,2406.0,133.0,514.7,1.3,76.9,53.1,383.4,4036.5,668.6,3191.5,176.4,fayetteville,"fayetteville,AR",04000US05
Forrest City Police Dept,AR,12,15295.0,122.0,4,6.0,38,74,1227.0,356,839.0,32.0,797.6,26.2,39.2,248.4,483.8,8022.2,2327.6,5485.5,209.2,forrest city,"forrest city,AR",04000US05
City Of Fort Smith Police Dept,AR,12,87483.0,687.0,5,69.0,95,518,4771.0,1064,3524.0,183.0,785.3,5.7,78.9,108.6,592.1,5453.6,1216.2,4028.2,209.2,city of fort smith,"city of fort smith,AR",04000US05
Harrison Police Dept,AR,12,13043.0,60.0,1,11.0,1,47,672.0,157,489.0,26.0,460.0,7.7,84.3,7.7,360.3,5152.2,1203.7,3749.1,199.3,harrison,"harrison,AR",04000US05
Helena Police Dept,AR,12,12152.0,165.0,1,8.0,26,130,932.0,470,431.0,31.0,1357.8,8.2,65.8,214.0,1069.8,7669.5,3867.7,3546.7,255.1,helena,"helena,AR",04000US05
Hope Police Dept,AR,12,10103.0,96.0,1,10.0,13,72,678.0,229,420.0,29.0,950.2,9.9,99.0,128.7,712.7,6710.9,2266.7,4157.2,287.0,hope,"hope,AR",04000US05
Hot Springs Police Dept,AR,12,35722.0,164.0,9,10.0,55,90,3067.0,622,2330.0,115.0,459.1,25.2,28.0,154.0,251.9,8585.7,1741.2,6522.6,321.9,hot springs,"hot springs,AR",
Independence County Sheriff Department,AR,12,,207.0,0,21.0,16,170,1537.0,598,818.0,121.0,,,,,,,,,,independence county,"independence county,AR",05000US05063
Jacksonville Police Dept,AR,12,28733.0,246.0,2,21.0,33,190,1693.0,416,1210.0,67.0,856.2,7.0,73.1,114.9,661.3,5892.2,1447.8,4211.2,233.2,jacksonville,"jacksonville,AR",04000US05
Jonesboro Police Dept,AR,12,68807.0,295.0,4,21.0,78,192,3157.0,1166,1889.0,102.0,428.7,5.8,30.5,113.4,279.0,4588.2,1694.6,2745.4,148.2,jonesboro,"jonesboro,AR",04000US05
Little Rock Police Dept,AR,12,196055.0,2579.0,45,137.0,807,1590,15804.0,4244,10465.0,1095.0,1315.4,23.0,69.9,411.6,811.0,8061.0,2164.7,5337.8,558.5,little rock,"little rock,AR",04000US05
Lonoke County Sheriff Department,AR,10,,78.0,0,12.0,2,64,502.0,164,283.0,55.0,,,,,,,,,,lonoke county,"lonoke county,AR",05000US05085
Magnolia Police Dept,AR,12,11554.0,27.0,0,3.0,4,20,486.0,240,224.0,22.0,233.7,0.0,26.0,34.6,173.1,4206.3,2077.2,1938.7,190.4,magnolia,"magnolia,AR",04000US05
Malvern Police Dept,AR,11,10346.0,20.0,0,5.0,4,11,130.0,36,88.0,6.0,,,,,,,,,,malvern,"malvern,AR",04000US05
Marion Police Dept,AR,12,12300.0,63.0,0,5.0,10,48,437.0,171,245.0,21.0,512.2,0.0,40.7,81.3,390.2,3552.8,1390.2,1991.9,170.7,marion,"marion,AR",
Maumelle Police Dept,AR,12,17391.0,28.0,1,1.0,5,21,361.0,52,302.0,7.0,161.0,5.8,5.8,28.8,120.8,2075.8,299.0,1736.5,40.3,maumelle,"maumelle,AR",04000US05
Mountain Home Police Dept,AR,12,12501.0,7.0,0,6.0,0,1,548.0,32,505.0,11.0,56.0,0.0,48.0,0.0,8.0,4383.6,256.0,4039.7,88.0,mountain home,"mountain home,AR",04000US05
North Little Rock Police Dept,AR,12,63125.0,449.0,8,9.0,177,255,5471.0,1204,3894.0,373.0,711.3,12.7,14.3,280.4,404.0,8666.9,1907.3,6168.7,590.9,north little rock,"north little rock,AR",04000US05
Paragould Police Dept,AR,12,26602.0,89.0,2,10.0,16,61,1560.0,577,898.0,85.0,334.6,7.5,37.6,60.1,229.3,5864.2,2169.0,3375.7,319.5,paragould,"paragould,AR",04000US05
Pine Bluff Police Dept,AR,12,48522.0,625.0,14,32.0,135,444,3312.0,1124,2008.0,180.0,1288.1,28.9,65.9,278.2,915.0,6825.8,2316.5,4138.3,371.0,pine bluff,"pine bluff,AR",04000US05
Pope County Sheriff Department,AR,12,,51.0,1,7.0,0,43,457.0,149,270.0,38.0,,,,,,,,,,pope county,"pope county,AR",05000US05115
Pulaski County Sheriff Department,AR,12,,311.0,5,8.0,19,279,2068.0,809,1057.0,202.0,,,,,,,,,,pulaski county,"pulaski county,AR",05000US05119
Rogers Police Dept,AR,12,57757.0,202.0,0,43.0,11,148,2091.0,362,1675.0,54.0,349.7,0.0,74.4,19.0,256.2,3620.3,626.8,2900.1,93.5,rogers,"rogers,AR",04000US05
Russellville Police Dept,AR,12,28267.0,94.0,0,18.0,6,70,1127.0,262,803.0,62.0,332.5,0.0,63.7,21.2,247.6,3987.0,926.9,2840.8,219.3,russellville,"russellville,AR",04000US05
Searcy Police Dept,AR,5,23239.0,21.0,0,1.0,8,12,365.0,128,234.0,3.0,,,,,,,,,,searcy,"searcy,AR",
Sebastian County Sheriff Department,AR,12,,56.0,1,6.0,2,47,340.0,148,178.0,14.0,,,,,,,,,,sebastian county,"sebastian county,AR",05000US05131
Sherwood Police Dept,AR,12,29914.0,122.0,0,3.0,12,107,1029.0,259,719.0,51.0,407.8,0.0,10.0,40.1,357.7,3439.9,865.8,2403.6,170.5,sherwood,"sherwood,AR",04000US05
Siloam Springs Police Dept,AR,12,15497.0,49.0,0,10.0,4,35,446.0,108,321.0,17.0,316.2,0.0,64.5,25.8,225.9,2878.0,696.9,2071.4,109.7,siloam springs,"siloam springs,AR",04000US05
Springdale Police Dept,AR,12,71668.0,332.0,1,57.0,30,244,2692.0,457,2089.0,146.0,463.2,1.4,79.5,41.9,340.5,3756.2,637.7,2914.8,203.7,springdale,"springdale,AR",04000US05
Texarkana Police Dept,AR,12,30231.0,393.0,1,3.0,46,343,1996.0,438,1456.0,102.0,1300.0,3.3,9.9,152.2,1134.6,6602.5,1448.8,4816.2,337.4,texarkana,"texarkana,AR",04000US05
Van Buren Police Dept,AR,12,22877.0,70.0,1,13.0,6,50,783.0,196,554.0,33.0,306.0,4.4,56.8,26.2,218.6,3422.7,856.8,2421.6,144.2,van buren,"van buren,AR",
Washington County Sheriff Department,AR,12,,187.0,4,14.0,0,169,610.0,220,344.0,46.0,,,,,,,,,,washington county,"washington county,AR",05000US05143
West Memphis Police Dept,AR,12,26153.0,653.0,6,29.0,137,481,2394.0,1090,1166.0,138.0,2496.8,22.9,110.9,523.8,1839.2,9153.8,4167.8,4458.4,527.7,west memphis,"west memphis,AR",04000US05
White County Sheriff Department,AR,12,,46.0,1,7.0,3,35,1087.0,451,511.0,125.0,,,,,,,,,,white county,"white county,AR",05000US05145
Adelanto Police Dept,CA,12,32520.0,199.0,1,18.0,45,135,924.0,397,380.0,147.0,611.9,3.1,55.4,138.4,415.1,2841.3,1220.8,1168.5,452.0,adelanto,"adelanto,CA",04000US06
Agoura Hills,CA,12,20667.0,12.0,0,2.0,1,9,236.0,62,158.0,16.0,58.1,0.0,9.7,4.8,43.5,1141.9,300.0,764.5,77.4,agoura hills,"agoura hills,CA",04000US06
Alameda County Sheriff Department,CA,12,,651.0,5,23.0,206,417,2662.0,730,1182.0,750.0,,,,,,,,,,alameda county,"alameda county,CA",05000US06001
Alameda Police Dept,CA,12,75467.0,160.0,1,9.0,80,70,1892.0,296,1301.0,295.0,212.0,1.3,11.9,106.0,92.8,2507.1,392.2,1723.9,390.9,alameda,"alameda,CA",05000US06001
Albany Police Dept,CA,12,18960.0,35.0,0,2.0,26,7,537.0,116,346.0,75.0,184.6,0.0,10.5,137.1,36.9,2832.3,611.8,1824.9,395.6,albany,"albany,CA",04000US06
Alhambra Police Dept,CA,12,84469.0,149.0,0,2.0,66,81,1919.0,325,1339.0,255.0,176.4,0.0,2.4,78.1,95.9,2271.8,384.8,1585.2,301.9,alhambra,"alhambra,CA",
Aliso Viejo,CA,12,48999.0,43.0,0,0.0,6,37,415.0,102,300.0,13.0,87.8,0.0,0.0,12.2,75.5,847.0,208.2,612.3,26.5,aliso viejo,"aliso viejo,CA",04000US06
American Canyon,CA,12,19873.0,64.0,0,8.0,26,30,616.0,119,448.0,49.0,322.0,0.0,40.3,130.8,151.0,3099.7,598.8,2254.3,246.6,american canyon,"american canyon,CA",04000US06
Anaheim Police Dept,CA,12,344526.0,1279.0,15,82.0,440,742,10070.0,1605,7025.0,1440.0,371.2,4.4,23.8,127.7,215.4,2922.9,465.9,2039.0,418.0,anaheim,"anaheim,CA",04000US06
Anderson Police Dept,CA,12,10056.0,87.0,0,6.0,11,70,606.0,144,368.0,94.0,865.2,0.0,59.7,109.4,696.1,6026.3,1432.0,3659.5,934.8,anderson,"anderson,CA",04000US06
Antioch Police Dept,CA,12,105009.0,1068.0,10,29.0,372,657,4757.0,1741,1920.0,1096.0,1017.1,9.5,27.6,354.3,625.7,4530.1,1658.0,1828.4,1043.7,antioch,"antioch,CA",04000US06
Apple Valley,CA,12,70823.0,221.0,3,7.0,65,146,1874.0,694,977.0,203.0,312.0,4.2,9.9,91.8,206.1,2646.0,979.9,1379.5,286.6,apple valley,"apple valley,CA",04000US06
Arcadia Police Dept,CA,12,57295.0,57.0,0,1.0,22,34,1388.0,339,975.0,74.0,99.5,0.0,1.7,38.4,59.3,2422.5,591.7,1701.7,129.2,arcadia,"arcadia,CA",04000US06
Arcata Police Dept,CA,12,17408.0,54.0,0,2.0,20,32,754.0,165,515.0,74.0,310.2,0.0,11.5,114.9,183.8,4331.3,947.8,2958.4,425.1,arcata,"arcata,CA",04000US06
Arroyo Grande Police Dept,CA,12,17568.0,60.0,0,1.0,1,58,358.0,123,210.0,25.0,341.5,0.0,5.7,5.7,330.1,2037.8,700.1,1195.4,142.3,arroyo grande,"arroyo grande,CA",04000US06
Artesia,CA,12,16793.0,60.0,1,1.0,27,31,262.0,70,164.0,28.0,357.3,6.0,6.0,160.8,184.6,1560.2,416.8,976.6,166.7,artesia,"artesia,CA",04000US06
Arvin Police Dept,CA,12,19761.0,165.0,3,5.0,14,143,671.0,267,317.0,87.0,835.0,15.2,25.3,70.8,723.6,3395.6,1351.1,1604.2,440.3,arvin,"arvin,CA",04000US06
Atascadero Police Dept,CA,12,28825.0,192.0,0,21.0,10,161,658.0,160,451.0,47.0,666.1,0.0,72.9,34.7,558.5,2282.7,555.1,1564.6,163.1,atascadero,"atascadero,CA",04000US06
Atwater Police Dept,CA,12,28891.0,180.0,2,8.0,32,138,1400.0,440,773.0,187.0,623.0,6.9,27.7,110.8,477.7,4845.8,1523.0,2675.6,647.3,atwater,"atwater,CA",04000US06
Auburn Police Dept,CA,12,13787.0,44.0,0,5.0,8,31,249.0,61,156.0,32.0,319.1,0.0,36.3,58.0,224.8,1806.0,442.4,1131.5,232.1,auburn,"auburn,CA",04000US06
Avenal,CA,12,15704.0,53.0,1,4.0,5,43,132.0,54,66.0,12.0,337.5,6.4,25.5,31.8,273.8,840.6,343.9,420.3,76.4,avenal,"avenal,CA",04000US06
Azusa Police Dept,CA,12,47111.0,220.0,1,6.0,41,172,1204.0,306,737.0,161.0,467.0,2.1,12.7,87.0,365.1,2555.7,649.5,1564.4,341.7,azusa,"azusa,CA",04000US06
Bakersfield Police Dept,CA,12,355696.0,1929.0,34,57.0,697,1141,17754.0,4994,9540.0,3220.0,542.3,9.6,16.0,196.0,320.8,4991.3,1404.0,2682.1,905.3,bakersfield,"bakersfield,CA",04000US06
Baldwin Park Police Dept,CA,12,76644.0,261.0,2,5.0,73,181,1585.0,335,861.0,389.0,340.5,2.6,6.5,95.2,236.2,2068.0,437.1,1123.4,507.5,baldwin park,"baldwin park,CA",04000US06
Banning Police Dept,CA,12,30541.0,148.0,2,5.0,26,115,708.0,382,251.0,75.0,484.6,6.5,16.4,85.1,376.5,2318.2,1250.8,821.8,245.6,banning,"banning,CA",04000US06
Barstow Police Dept,CA,12,23188.0,207.0,0,17.0,45,145,843.0,265,394.0,184.0,892.7,0.0,73.3,194.1,625.3,3635.5,1142.8,1699.2,793.5,barstow,"barstow,CA",04000US06
Beaumont Police Dept,CA,12,38072.0,103.0,0,7.0,16,80,1342.0,192,1061.0,89.0,270.5,0.0,18.4,42.0,210.1,3524.9,504.3,2786.8,233.8,beaumont,"beaumont,CA",04000US06
Bell Police Dept,CA,12,36062.0,225.0,1,9.0,95,120,662.0,177,394.0,91.0,623.9,2.8,25.0,263.4,332.8,1835.7,490.8,1092.6,252.3,bell,"bell,CA",
Bell Gardens Police Dept,CA,12,42769.0,125.0,3,2.0,67,53,728.0,111,308.0,309.0,292.3,7.0,4.7,156.7,123.9,1702.2,259.5,720.1,722.5,bell gardens,"bell gardens,CA",04000US06
Bellflower,CA,12,77886.0,304.0,6,11.0,135,152,1802.0,417,886.0,499.0,390.3,7.7,14.1,173.3,195.2,2313.6,535.4,1137.6,640.7,bellflower,"bellflower,CA",04000US06
Belmont Police Dept,CA,12,26389.0,24.0,0,4.0,5,15,408.0,92,270.0,46.0,90.9,0.0,15.2,18.9,56.8,1546.1,348.6,1023.2,174.3,belmont,"belmont,CA",04000US06
Benicia Police Dept,CA,12,27459.0,37.0,0,3.0,14,20,390.0,156,180.0,54.0,134.7,0.0,10.9,51.0,72.8,1420.3,568.1,655.5,196.7,benicia,"benicia,CA",04000US06
Berkeley Police Dept,CA,12,114961.0,487.0,5,39.0,335,108,5696.0,971,4084.0,641.0,423.6,4.3,33.9,291.4,93.9,4954.7,844.6,3552.5,557.6,berkeley,"berkeley,CA",04000US06
Beverly Hills Police Dept,CA,12,34677.0,89.0,1,7.0,35,46,1081.0,258,790.0,33.0,256.7,2.9,20.2,100.9,132.7,3117.3,744.0,2278.2,95.2,beverly hills,"beverly hills,CA",04000US06
Blythe Police Dept,CA,12,21323.0,73.0,1,3.0,16,53,759.0,265,491.0,3.0,342.4,4.7,14.1,75.0,248.6,3559.5,1242.8,2302.7,14.1,blythe,"blythe,CA",04000US06
Brawley Police Dept,CA,12,25570.0,59.0,0,5.0,16,38,1176.0,395,709.0,72.0,230.7,0.0,19.6,62.6,148.6,4599.1,1544.8,2772.8,281.6,brawley,"brawley,CA",04000US06
Brea Police Dept,CA,12,40253.0,74.0,0,2.0,23,49,1292.0,191,1052.0,49.0,183.8,0.0,5.0,57.1,121.7,3209.7,474.5,2613.5,121.7,brea,"brea,CA",04000US06
Brentwood Police Dept,CA,12,52811.0,99.0,1,4.0,42,52,1185.0,240,835.0,110.0,187.5,1.9,7.6,79.5,98.5,2243.9,454.5,1581.1,208.3,brentwood,"brentwood,CA",04000US06
Buena Park Police Dept,CA,12,82505.0,206.0,1,13.0,77,115,2066.0,342,1415.0,309.0,249.7,1.2,15.8,93.3,139.4,2504.1,414.5,1715.0,374.5,buena park,"buena park,CA",04000US06
Burbank Police Dept,CA,12,105057.0,243.0,2,24.0,111,106,2493.0,383,1911.0,199.0,231.3,1.9,22.8,105.7,100.9,2373.0,364.6,1819.0,189.4,burbank,"burbank,CA",04000US06
Burlingame Police Dept,CA,12,29427.0,61.0,0,5.0,8,48,707.0,133,518.0,56.0,207.3,0.0,17.0,27.2,163.1,2402.6,452.0,1760.3,190.3,burlingame,"burlingame,CA",04000US06
Butte County Sheriff Department,CA,12,,126.0,8,8.0,16,94,1165.0,481,676.0,8.0,,,,,,,,,,butte county,"butte county,CA",05000US06007
Calabasas,CA,12,23442.0,13.0,1,5.0,3,4,238.0,62,165.0,11.0,55.5,4.3,21.3,12.8,17.1,1015.3,264.5,703.9,46.9,calabasas,"calabasas,CA",04000US06
Calaveras County Sheriff Department,CA,12,,87.0,0,17.0,6,64,973.0,348,618.0,7.0,,,,,,,,,,calaveras county,"calaveras county,CA",05000US06009
Calexico Police Dept,CA,12,39527.0,108.0,1,2.0,37,68,1538.0,499,680.0,359.0,273.2,2.5,5.1,93.6,172.0,3891.0,1262.4,1720.3,908.2,calexico,"calexico,CA",04000US06
California City Police Dept,CA,12,14460.0,90.0,3,3.0,10,74,517.0,260,234.0,23.0,622.4,20.7,20.7,69.2,511.8,3575.4,1798.1,1618.3,159.1,california city,"california city,CA",04000US06
Camarillo,CA,12,66506.0,61.0,0,5.0,21,35,955.0,139,767.0,49.0,91.7,0.0,7.5,31.6,52.6,1436.0,209.0,1153.3,73.7,camarillo,"camarillo,CA",04000US06
Campbell Police Dept,CA,12,40339.0,90.0,0,18.0,32,40,1649.0,371,1103.0,175.0,223.1,0.0,44.6,79.3,99.2,4087.9,919.7,2734.3,433.8,campbell,"campbell,CA",04000US06
Canyon Lake,CA,12,10905.0,11.0,0,0.0,0,11,209.0,53,129.0,27.0,100.9,0.0,0.0,0.0,100.9,1916.6,486.0,1182.9,247.6,canyon lake,"canyon lake,CA",04000US06
Capitola Police Dept,CA,12,10085.0,47.0,0,2.0,15,30,541.0,47,474.0,20.0,466.0,0.0,19.8,148.7,297.5,5364.4,466.0,4700.0,198.3,capitola,"capitola,CA",04000US06
Carslbad Police Dept,CA,12,107879.0,265.0,2,26.0,55,182,2109.0,497,1463.0,149.0,245.6,1.9,24.1,51.0,168.7,1955.0,460.7,1356.1,138.1,carslbad,"carslbad,CA",04000US06
Carpinteria,CA,12,13257.0,17.0,0,3.0,1,13,305.0,51,228.0,26.0,128.2,0.0,22.6,7.5,98.1,2300.7,384.7,1719.8,196.1,carpinteria,"carpinteria,CA",04000US06
Carson,CA,12,93233.0,520.0,7,14.0,142,357,2709.0,601,1558.0,550.0,557.7,7.5,15.0,152.3,382.9,2905.6,644.6,1671.1,589.9,carson,"carson,CA",04000US06
Cathedral City Police Dept,CA,12,52867.0,204.0,2,10.0,68,124,1576.0,626,653.0,297.0,385.9,3.8,18.9,128.6,234.6,2981.1,1184.1,1235.2,561.8,cathedral city,"cathedral city,CA",04000US06
Ceres Dept Of Public Safety,CA,12,46167.0,183.0,0,15.0,55,113,1940.0,394,1185.0,361.0,396.4,0.0,32.5,119.1,244.8,4202.1,853.4,2566.8,781.9,ceres dept of public safety,"ceres dept of public safety,CA",04000US06
Cerritos,CA,12,49856.0,120.0,0,7.0,67,46,1870.0,441,1253.0,176.0,240.7,0.0,14.0,134.4,92.3,3750.8,884.5,2513.2,353.0,cerritos,"cerritos,CA",04000US06
Chico Police Dept,CA,12,87090.0,282.0,1,46.0,95,140,2291.0,778,1259.0,254.0,323.8,1.1,52.8,109.1,160.8,2630.6,893.3,1445.6,291.7,chico,"chico,CA",04000US06
Chino Police Dept,CA,12,79792.0,291.0,1,9.0,52,229,2116.0,562,1319.0,235.0,364.7,1.3,11.3,65.2,287.0,2651.9,704.3,1653.0,294.5,chino,"chino,CA",16000US0613214
Chino Hills,CA,12,76632.0,64.0,0,2.0,22,40,956.0,350,541.0,65.0,83.5,0.0,2.6,28.7,52.2,1247.5,456.7,706.0,84.8,chino hills,"chino hills,CA",04000US06
Chowchilla Police Dept,CA,12,19221.0,115.0,0,2.0,6,107,446.0,207,208.0,31.0,598.3,0.0,10.4,31.2,556.7,2320.4,1076.9,1082.1,161.3,chowchilla,"chowchilla,CA",04000US06
Chula Vista Police Dept,CA,12,249830.0,581.0,8,33.0,227,313,5081.0,926,3153.0,1002.0,232.6,3.2,13.2,90.9,125.3,2033.8,370.7,1262.1,401.1,chula vista,"chula vista,CA",04000US06
Claremont Police Dept,CA,12,35469.0,40.0,0,5.0,19,16,901.0,227,611.0,63.0,112.8,0.0,14.1,53.6,45.1,2540.2,640.0,1722.6,177.6,claremont,"claremont,CA",04000US06
Clayton Police Dept,CA,12,11179.0,9.0,0,3.0,2,4,104.0,31,67.0,6.0,80.5,0.0,26.8,17.9,35.8,930.3,277.3,599.3,53.7,clayton,"clayton,CA",04000US06
Clearlake Police Dept,CA,12,15311.0,170.0,2,20.0,26,122,675.0,273,319.0,83.0,1110.3,13.1,130.6,169.8,796.8,4408.6,1783.0,2083.5,542.1,clearlake,"clearlake,CA",
Clovis Police Dept,CA,12,97828.0,219.0,3,34.0,57,125,4025.0,955,2685.0,385.0,223.9,3.1,34.8,58.3,127.8,4114.4,976.2,2744.6,393.5,clovis,"clovis,CA",04000US06
Coachella Police Dept,CA,12,42034.0,265.0,5,9.0,67,184,1547.0,424,780.0,343.0,630.4,11.9,21.4,159.4,437.7,3680.4,1008.7,1855.6,816.0,coachella,"coachella,CA",04000US06
Coalinga Police Dept,CA,12,13669.0,188.0,0,9.0,7,172,476.0,146,293.0,37.0,1375.4,0.0,65.8,51.2,1258.3,3482.3,1068.1,2143.5,270.7,coalinga,"coalinga,CA",04000US06
Colton Police Dept,CA,12,53431.0,189.0,0,10.0,84,95,1907.0,526,1027.0,354.0,353.7,0.0,18.7,157.2,177.8,3569.1,984.4,1922.1,662.5,colton,"colton,CA",04000US06
Commerce,CA,12,13035.0,112.0,1,2.0,53,56,1010.0,130,616.0,264.0,859.2,7.7,15.3,406.6,429.6,7748.4,997.3,4725.7,2025.3,commerce,"commerce,CA",04000US06
Compton Police Dept,CA,12,98057.0,1218.0,21,33.0,428,736,2399.0,574,1006.0,819.0,1242.1,21.4,33.7,436.5,750.6,2446.5,585.4,1025.9,835.2,compton,"compton,CA",04000US06
Concord Police Dept,CA,12,125205.0,402.0,0,19.0,153,230,4182.0,829,2694.0,659.0,321.1,0.0,15.2,122.2,183.7,3340.1,662.1,2151.7,526.3,concord,"concord,CA",04000US06
Contra Costa County Sheriff Department,CA,12,,472.0,10,25.0,120,317,2307.0,993,1298.0,16.0,,,,,,,,,,contra costa county,"contra costa county,CA",05000US06013
