Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Greer Police Dept,SC,12,26249.0,121.0,1,16.0,20,84,826.0,181,587.0,58.0,461.0,3.8,61.0,76.2,320.0,3146.8,689.6,2236.3,221.0,greer,"greer,SC",16000US4530985
Horry County Police Department,SC,10,,757.0,7,95.0,103,552,4730.0,1273,3076.0,381.0,,,,,,,,,,horry county,"horry county,SC",05000US45051
Kershaw County Sheriff Department,SC,12,,256.0,2,27.0,14,213,1557.0,485,962.0,110.0,,,,,,,,,,kershaw county,"kershaw county,SC",05000US45055
Lancaster County Sheriff Office,SC,12,,245.0,10,18.0,45,172,2497.0,764,1637.0,96.0,,,,,,,,,,lancaster county,"lancaster county,SC",05000US45057
Laurens County Sheriff Office,SC,12,,306.0,4,21.0,20,261,1252.0,477,689.0,86.0,,,,,,,,,,laurens county,"laurens county,SC",05000US45059
Lexington County Sheriff Department,SC,12,,534.0,7,59.0,81,387,4549.0,1068,3061.0,420.0,,,,,,,,,,lexington county,"lexington county,SC",05000US45063
Mauldin Police Dept,SC,12,23631.0,48.0,0,5.0,6,37,461.0,84,345.0,32.0,203.1,0.0,21.2,25.4,156.6,1950.8,355.5,1459.9,135.4,mauldin,"mauldin,SC",16000US4545115
Mount Pleasant Police Dept,SC,12,70016.0,153.0,0,5.0,6,142,1230.0,172,1000.0,58.0,218.5,0.0,7.1,8.6,202.8,1756.7,245.7,1428.2,82.8,mount pleasant,"mount pleasant,SC",16000US4548535
Myrtle Beach Police Dept,SC,12,28085.0,472.0,7,43.0,195,227,4313.0,670,3300.0,343.0,1680.6,24.9,153.1,694.3,808.3,15357.0,2385.6,11750.0,1221.3,myrtle beach,"myrtle beach,SC",16000US4549075
North Augusta City Police Dept,SC,12,21639.0,46.0,2,3.0,17,24,883.0,127,691.0,65.0,212.6,9.2,13.9,78.6,110.9,4080.6,586.9,3193.3,300.4,north augusta city,"north augusta city,SC",16000US4550695
North Charleston Police Dept,SC,12,100675.0,737.0,13,61.0,212,451,5757.0,854,4363.0,540.0,732.1,12.9,60.6,210.6,448.0,5718.4,848.3,4333.7,536.4,north charleston,"north charleston,SC",16000US4550875
Oconee County Sheriff Department,SC,12,,268.0,5,26.0,7,230,1677.0,535,1018.0,124.0,,,,,,,,,,oconee county,"oconee county,SC",05000US45073
Orangeburg County Sheriff Department,SC,12,,256.0,12,26.0,69,149,3266.0,1035,1830.0,401.0,,,,,,,,,,orangeburg county,"orangeburg county,SC",05000US45075
Pickens County Sheriff Department,SC,12,,254.0,4,14.0,16,220,2096.0,608,1285.0,203.0,,,,,,,,,,pickens county,"pickens county,SC",05000US45077
Richland County Sheriff Department,SC,12,,2266.0,15,105.0,388,1758,9747.0,2657,5891.0,1199.0,,,,,,,,,,richland county,"richland county,SC",05000US45079
Rock Hill Police Dept,SC,12,68064.0,447.0,8,36.0,112,291,2575.0,403,2008.0,164.0,656.7,11.8,52.9,164.6,427.5,3783.2,592.1,2950.2,240.9,rock hill,"rock hill,SC",16000US4561405
Spartanburg County Sheriff Office,SC,12,,596.0,8,61.0,95,432,5874.0,1783,3619.0,472.0,,,,,,,,,,spartanburg county,"spartanburg county,SC",05000US45083
Spartanburg Public Safety Dept,SC,12,37689.0,537.0,2,20.0,120,395,2694.0,479,2120.0,95.0,1424.8,5.3,53.1,318.4,1048.1,7148.0,1270.9,5625.0,252.1,spartanburg,"spartanburg,SC",16000US4568290
Summerville Police Dept,SC,12,45209.0,83.0,2,2.0,32,47,1319.0,192,1022.0,105.0,183.6,4.4,4.4,70.8,104.0,2917.6,424.7,2260.6,232.3,summerville,"summerville,SC",16000US4570270
Sumter County Sheriff Department,SC,12,,424.0,5,20.0,39,360,2487.0,1004,1280.0,203.0,,,,,,,,,,sumter county,"sumter county,SC",05000US45085
Sumter Police Dept,SC,12,40911.0,403.0,7,8.0,65,323,2147.0,599,1409.0,139.0,985.1,17.1,19.6,158.9,789.5,5248.0,1464.2,3444.1,339.8,sumter,"sumter,SC",16000US4570405
Williamsburg County Sheriff Department,SC,10,,107.0,4,8.0,18,77,753.0,250,436.0,67.0,,,,,,,,,,williamsburg county,"williamsburg county,SC",05000US45089
York County Sheriff Department,SC,12,,499.0,1,20.0,37,441,2300.0,531,1641.0,128.0,,,,,,,,,,york county,"york county,SC",05000US45091
Aberdeen City Police Dept,SD,12,26593.0,69.0,0,23.0,1,45,507.0,88,392.0,27.0,259.5,0.0,86.5,3.8,169.2,1906.5,330.9,1474.1,101.5,aberdeen city,"aberdeen city,SD",16000US4600100
Brookings Police Dept,SD,12,22478.0,8.0,0,0.0,0,8,40.0,0,40.0,0.0,35.6,0.0,0.0,0.0,35.6,178.0,0.0,178.0,0.0,brookings,"brookings,SD",16000US4607580
Minnehaha County Sheriff Department,SD,12,,41.0,0,14.0,0,27,317.0,82,224.0,11.0,,,,,,,,,,minnehaha county,"minnehaha county,SD",05000US46099
Pennington County Sheriff Office,SD,12,,63.0,0,20.0,0,43,408.0,116,271.0,21.0,,,,,,,,,,pennington county,"pennington county,SD",05000US46103
Rapid City Police Dept,SD,12,69979.0,425.0,4,111.0,55,255,3555.0,591,2734.0,230.0,607.3,5.7,158.6,78.6,364.4,5080.1,844.5,3906.9,328.7,rapid city,"rapid city,SD",04000US46
Sioux Falls Police Dept,SD,12,158354.0,631.0,2,139.0,70,420,5041.0,899,3843.0,299.0,398.5,1.3,87.8,44.2,265.2,3183.4,567.7,2426.8,188.8,sioux falls,"sioux falls,SD",16000US4659020
Watertown Police Dept,SD,12,21902.0,62.0,0,13.0,2,47,523.0,112,387.0,24.0,283.1,0.0,59.4,9.1,214.6,2387.9,511.4,1767.0,109.6,watertown,"watertown,SD",16000US4669300
Anderson County Sheriff Department,TN,12,,107.0,1,17.0,10,79,805.0,333,391.0,81.0,,,,,,,,,,anderson county,"anderson county,TN",05000US47001
Bartlett Police Dept,TN,12,55510.0,132.0,0,7.0,19,106,778.0,125,624.0,29.0,237.8,0.0,12.6,34.2,191.0,1401.5,225.2,1124.1,52.2,bartlett,"bartlett,TN",16000US4703440
Blount County Sheriff Department,TN,12,,301.0,3,28.0,16,254,1782.0,704,968.0,110.0,,,,,,,,,,blount county,"blount county,TN",05000US47009
Bradley County Sheriff Department,TN,12,,220.0,1,6.0,14,199,965.0,272,612.0,81.0,,,,,,,,,,bradley county,"bradley county,TN",05000US47011
Brentwood Police Dept,TN,12,38459.0,17.0,0,1.0,3,13,309.0,49,257.0,3.0,44.2,0.0,2.6,7.8,33.8,803.5,127.4,668.2,7.8,brentwood,"brentwood,TN",16000US4708280
Bristol Police Dept,TN,12,27024.0,143.0,0,12.0,9,122,1102.0,184,850.0,68.0,529.2,0.0,44.4,33.3,451.5,4077.9,680.9,3145.4,251.6,bristol,"bristol,TN",16000US4708540
Campbell County Sheriff Department,TN,12,,57.0,0,12.0,8,37,669.0,336,301.0,32.0,,,,,,,,,,campbell county,"campbell county,TN",05000US47013
Carter County Sheriff Office,TN,12,,53.0,4,2.0,1,46,666.0,295,315.0,56.0,,,,,,,,,,carter county,"carter county,TN",05000US47019
Chattanooga Police Dept,TN,12,171541.0,1709.0,22,56.0,490,1141,10441.0,2291,7215.0,935.0,996.3,12.8,32.6,285.6,665.1,6086.6,1335.5,4206.0,545.1,chattanooga,"chattanooga,TN",16000US4714000
Cheatham County Sheriff Office,TN,12,,102.0,1,6.0,5,90,573.0,148,364.0,61.0,,,,,,,,,,cheatham county,"cheatham county,TN",05000US47021
Claiborne County Sheriff Department,TN,12,,139.0,0,3.0,11,125,670.0,339,288.0,43.0,,,,,,,,,,claiborne county,"claiborne county,TN",05000US47025
Clarksville Police Dept,TN,12,137356.0,875.0,10,46.0,99,720,3741.0,976,2598.0,167.0,637.0,7.3,33.5,72.1,524.2,2723.6,710.6,1891.4,121.6,clarksville,"clarksville,TN",16000US4715160
Cleveland Police Dept,TN,12,42068.0,371.0,0,29.0,39,303,2225.0,398,1751.0,76.0,881.9,0.0,68.9,92.7,720.3,5289.1,946.1,4162.3,180.7,cleveland,"cleveland,TN",16000US4715400
Cocke County Sheriff Office,TN,12,,160.0,3,2.0,12,143,895.0,397,434.0,64.0,,,,,,,,,,cocke county,"cocke county,TN",05000US47029
Coffee County Sheriff Department,TN,12,,67.0,1,0.0,3,63,380.0,112,241.0,27.0,,,,,,,,,,coffee county,"coffee county,TN",05000US47031
Collierville Police Dept,TN,12,44690.0,77.0,0,5.0,7,65,887.0,81,787.0,19.0,172.3,0.0,11.2,15.7,145.4,1984.8,181.2,1761.0,42.5,collierville,"collierville,TN",16000US4716420
Columbia Police Dept,TN,12,35203.0,282.0,4,11.0,37,230,1362.0,284,1048.0,30.0,801.1,11.4,31.2,105.1,653.4,3869.0,806.7,2977.0,85.2,columbia,"columbia,TN",16000US4716540
Cookeville Police Dept,TN,12,30946.0,146.0,0,12.0,26,108,1522.0,370,1097.0,55.0,471.8,0.0,38.8,84.0,349.0,4918.2,1195.6,3544.9,177.7,cookeville,"cookeville,TN",16000US4716920
Cumberland County Sheriff Department,TN,12,,79.0,2,7.0,5,65,839.0,334,453.0,52.0,,,,,,,,,,cumberland county,"cumberland county,TN",05000US47035
Dickson County Sheriff Department,TN,12,,105.0,1,9.0,2,93,548.0,212,306.0,30.0,,,,,,,,,,dickson county,"dickson county,TN",05000US47043
East Ridge Police Dept,TN,12,21435.0,151.0,0,6.0,33,112,1057.0,230,741.0,86.0,704.5,0.0,28.0,154.0,522.5,4931.2,1073.0,3457.0,401.2,east ridge,"east ridge,TN",16000US4722720
Fayette County Sheriff Department,TN,12,,62.0,0,4.0,8,50,320.0,104,194.0,22.0,,,,,,,,,,fayette county,"fayette county,TN",05000US47047
Franklin Police Dept,TN,12,64848.0,93.0,1,11.0,11,70,1033.0,90,902.0,41.0,143.4,1.5,17.0,17.0,107.9,1593.0,138.8,1390.9,63.2,franklin,"franklin,TN",16000US4727740
Gallatin Police Dept,TN,12,31093.0,133.0,0,5.0,12,116,556.0,99,434.0,23.0,427.7,0.0,16.1,38.6,373.1,1788.2,318.4,1395.8,74.0,gallatin,"gallatin,TN",16000US4728540
Germantown Police Dept,TN,12,39484.0,31.0,0,2.0,5,24,623.0,134,478.0,11.0,78.5,0.0,5.1,12.7,60.8,1577.9,339.4,1210.6,27.9,germantown,"germantown,TN",16000US4728960
Greene County Sheriff Department,TN,12,,154.0,4,10.0,23,117,1094.0,429,579.0,86.0,,,,,,,,,,greene county,"greene county,TN",05000US47059
Hamblen County Sheriff Department,TN,12,,87.0,0,4.0,13,70,607.0,182,398.0,27.0,,,,,,,,,,hamblen county,"hamblen county,TN",05000US47063
Hamilton County Sheriff Office,TN,12,,252.0,2,20.0,18,212,1826.0,625,1088.0,113.0,,,,,,,,,,hamilton county,"hamilton county,TN",05000US47065
Hawkins,TN,12,,64.0,2,8.0,6,48,789.0,244,496.0,49.0,,,,,,,,,,hawkins,"hawkins,TN",05000US47073
Hendersonville Police Dept,TN,12,52781.0,127.0,0,6.0,13,108,941.0,141,772.0,28.0,240.6,0.0,11.4,24.6,204.6,1782.8,267.1,1462.6,53.0,hendersonville,"hendersonville,TN",16000US4733280
Jackson Police Dept,TN,12,65725.0,972.0,11,22.0,191,748,3246.0,972,2139.0,135.0,1478.9,16.7,33.5,290.6,1138.1,4938.8,1478.9,3254.5,205.4,jackson,"jackson,TN",16000US4737640
Jefferson County Sheriff Department,TN,12,,110.0,2,9.0,9,90,854.0,316,494.0,44.0,,,,,,,,,,jefferson county,"jefferson county,TN",05000US47089
Kingsport Police Dept,TN,12,49639.0,367.0,2,31.0,50,284,2950.0,431,2387.0,132.0,739.3,4.0,62.5,100.7,572.1,5942.9,868.3,4808.7,265.9,kingsport,"kingsport,TN",16000US4739560
Knox County Sheriff Office,TN,12,,539.0,7,30.0,81,421,5589.0,1285,3863.0,441.0,,,,,,,,,,knox county,"knox county,TN",05000US47093
Knoxville Police Dept,TN,12,182254.0,1774.0,18,119.0,528,1109,12169.0,2882,8373.0,914.0,973.4,9.9,65.3,289.7,608.5,6676.9,1581.3,4594.1,501.5,knoxville,"knoxville,TN",16000US4740000
La Vergne Police Dept,TN,12,33665.0,157.0,0,11.0,18,128,555.0,168,345.0,42.0,466.4,0.0,32.7,53.5,380.2,1648.6,499.0,1024.8,124.8,la vergne,"la vergne,TN",16000US4741200
Lawrence County Sheriff Department,TN,12,,98.0,0,2.0,2,94,565.0,218,310.0,37.0,,,,,,,,,,lawrence county,"lawrence county,TN",05000US47099
Lebanon Police Dept,TN,12,26991.0,197.0,2,10.0,24,161,1137.0,188,896.0,53.0,729.9,7.4,37.0,88.9,596.5,4212.5,696.5,3319.6,196.4,lebanon,"lebanon,TN",16000US4741520
Lincoln County Sheriff Department,TN,12,,89.0,4,3.0,1,81,369.0,149,204.0,16.0,,,,,,,,,,lincoln county,"lincoln county,TN",05000US47103
Loudon County Sheriff Department,TN,12,,60.0,0,4.0,1,55,565.0,168,360.0,37.0,,,,,,,,,,loudon county,"loudon county,TN",05000US47105
Madison County Sheriff Department,TN,12,,146.0,1,11.0,6,128,799.0,320,440.0,39.0,,,,,,,,,,madison county,"madison county,TN",05000US47113
Maryville Police Dept,TN,12,27874.0,59.0,0,4.0,13,42,853.0,198,631.0,24.0,211.7,0.0,14.4,46.6,150.7,3060.2,710.3,2263.8,86.1,maryville,"maryville,TN",16000US4746380
Maury County Sheriff Office,TN,12,,131.0,1,12.0,5,113,636.0,197,396.0,43.0,,,,,,,,,,maury county,"maury county,TN",05000US47119
Mcminn County Sheriff Department,TN,12,,69.0,0,2.0,5,62,656.0,194,387.0,75.0,,,,,,,,,,mcminn county,"mcminn county,TN",05000US47107
Memphis Police Dept,TN,12,657436.0,11507.0,133,420.0,3382,7572,41503.0,12575,25959.0,2969.0,1750.3,20.2,63.9,514.4,1151.7,6312.9,1912.7,3948.5,451.6,memphis,"memphis,TN",16000US4748000
Monroe County Sheriff Department,TN,12,,135.0,4,3.0,3,125,685.0,214,411.0,60.0,,,,,,,,,,monroe county,"monroe county,TN",05000US47123
Montgomery County Sheriff Department,TN,12,,105.0,2,9.0,4,90,770.0,178,534.0,58.0,,,,,,,,,,montgomery county,"montgomery county,TN",05000US47125
Morristown Police Dept,TN,12,29617.0,203.0,0,13.0,45,145,1798.0,191,1522.0,85.0,685.4,0.0,43.9,151.9,489.6,6070.8,644.9,5138.9,287.0,morristown,"morristown,TN",16000US4750280
Murfreesboro Police Dept,TN,12,112247.0,701.0,3,55.0,134,509,4006.0,923,2899.0,184.0,624.5,2.7,49.0,119.4,453.5,3568.9,822.3,2582.7,163.9,murfreesboro,"murfreesboro,TN",16000US4751560
Oak Ridge Police Dept,TN,12,29593.0,81.0,1,8.0,21,51,1026.0,212,752.0,62.0,273.7,3.4,27.0,71.0,172.3,3467.0,716.4,2541.1,209.5,oak ridge,"oak ridge,TN",16000US4755120
Putnam County Sheriff Department,TN,12,,142.0,0,7.0,3,132,982.0,270,652.0,60.0,,,,,,,,,,putnam county,"putnam county,TN",05000US47141
Roane County Sheriff Department,TN,12,,51.0,0,7.0,0,44,553.0,248,268.0,37.0,,,,,,,,,,roane county,"roane county,TN",05000US47145
Robertson County Sheriff Department,TN,12,,53.0,0,4.0,2,47,348.0,121,199.0,28.0,,,,,,,,,,robertson county,"robertson county,TN",05000US47147
Rutherford County Sheriff Department,TN,12,,241.0,0,12.0,13,216,1299.0,397,799.0,103.0,,,,,,,,,,rutherford county,"rutherford county,TN",05000US47149
Sevier County Sheriff Department,TN,12,,142.0,2,13.0,13,114,2047.0,859,1092.0,96.0,,,,,,,,,,sevier county,"sevier county,TN",05000US47155
Shelby County Sheriff Office,TN,12,,601.0,1,37.0,79,484,3073.0,945,1966.0,162.0,,,,,,,,,,shelby county,"shelby county,TN",05000US47157
Shelbyville Police Dept,TN,12,20706.0,129.0,0,15.0,16,98,640.0,134,485.0,21.0,623.0,0.0,72.4,77.3,473.3,3090.9,647.2,2342.3,101.4,shelbyville,"shelbyville,TN",16000US4767760
Smyrna Police Dept,TN,12,41284.0,106.0,2,12.0,21,71,987.0,135,802.0,50.0,256.8,4.8,29.1,50.9,172.0,2390.8,327.0,1942.6,121.1,smyrna,"smyrna,TN",16000US4769420
Spring Hill Police Dept,TN,12,29981.0,59.0,0,6.0,7,46,382.0,70,307.0,5.0,196.8,0.0,20.0,23.3,153.4,1274.1,233.5,1024.0,16.7,spring hill,"spring hill,TN",16000US4770580
Sullivan County Sheriff Department,TN,12,,407.0,1,17.0,15,374,1526.0,470,949.0,107.0,,,,,,,,,,sullivan county,"sullivan county,TN",05000US47163
Sumner County Sheriff Department,TN,12,,119.0,1,10.0,3,105,736.0,263,439.0,34.0,,,,,,,,,,sumner county,"sumner county,TN",05000US47165
Tipton County Sheriff Office,TN,12,,152.0,0,12.0,7,133,621.0,201,364.0,56.0,,,,,,,,,,tipton county,"tipton county,TN",05000US47167
Warren County Sheriff Department,TN,12,,39.0,0,1.0,1,37,402.0,129,238.0,35.0,,,,,,,,,,warren county,"warren county,TN",05000US47177
Washington County Sheriff Department,TN,12,,174.0,0,5.0,9,160,1076.0,445,575.0,56.0,,,,,,,,,,washington county,"washington county,TN",05000US47179
Williamson County Sheriff Office,TN,12,,74.0,0,7.0,8,59,488.0,154,308.0,26.0,,,,,,,,,,williamson county,"williamson county,TN",05000US47187
Wilson County Sheriff Department,TN,12,,142.0,1,3.0,14,124,949.0,296,564.0,89.0,,,,,,,,,,wilson county,"wilson county,TN",05000US47189
Abilene Police Dept,TX,12,119886.0,472.0,3,38.0,127,304,4393.0,1037,3185.0,171.0,393.7,2.5,31.7,105.9,253.6,3664.3,865.0,2656.7,142.6,abilene,"abilene,TX",16000US4801000
Alice Police Dept,TX,12,19627.0,172.0,10,8.0,6,148,1216.0,278,884.0,54.0,876.3,51.0,40.8,30.6,754.1,6195.5,1416.4,4504.0,275.1,alice,"alice,TX",31200US108604801852
Allen Police Dept,TX,12,88783.0,55.0,0,11.0,13,31,1432.0,215,1173.0,44.0,61.9,0.0,12.4,14.6,34.9,1612.9,242.2,1321.2,49.6,allen,"allen,TX",16000US4801924
Alvin Police Dept,TX,12,25145.0,62.0,0,11.0,13,38,675.0,149,502.0,24.0,246.6,0.0,43.7,51.7,151.1,2684.4,592.6,1996.4,95.4,alvin,"alvin,TX",16000US4802272
Amarillo Police Dept,TX,12,196576.0,1278.0,10,110.0,278,880,8900.0,2087,6184.0,629.0,650.1,5.1,56.0,141.4,447.7,4527.5,1061.7,3145.9,320.0,amarillo,"amarillo,TX",16000US4803000
Anderson County Sheriff Office,TX,12,,52.0,1,3.0,2,46,444.0,199,204.0,41.0,,,,,,,,,,anderson county,"anderson county,TX",05000US48001
Angelina County Sheriff Department,TX,12,,73.0,2,5.0,6,60,658.0,262,363.0,33.0,,,,,,,,,,angelina county,"angelina county,TX",05000US48005
Arlington Police Dept,TX,12,379295.0,1909.0,17,135.0,532,1225,15109.0,3543,10616.0,950.0,503.3,4.5,35.6,140.3,323.0,3983.4,934.1,2798.9,250.5,arlington,"arlington,TX",16000US4804000
Austin Police Dept,TX,12,832901.0,3405.0,31,209.0,978,2187,43472.0,7244,33913.0,2315.0,408.8,3.7,25.1,117.4,262.6,5219.3,869.7,4071.7,277.9,austin,"austin,TX",16000US4805000
Balch Springs Police Dept,TX,12,24574.0,177.0,0,23.0,27,127,1382.0,215,1030.0,137.0,720.3,0.0,93.6,109.9,516.8,5623.8,874.9,4191.4,557.5,balch springs,"balch springs,TX",16000US4805372
Bastrop County Sheriff Department,TX,12,,210.0,0,43.0,11,156,1084.0,405,600.0,79.0,,,,,,,,,,bastrop county,"bastrop county,TX",05000US48021
Baytown Police Dept,TX,12,74420.0,247.0,5,15.0,97,130,3684.0,939,2438.0,307.0,331.9,6.7,20.2,130.3,174.7,4950.3,1261.8,3276.0,412.5,baytown,"baytown,TX",16000US4806128
Beaumont Police Dept,TX,12,120323.0,1242.0,13,76.0,408,745,5824.0,1828,3717.0,279.0,1032.2,10.8,63.2,339.1,619.2,4840.3,1519.2,3089.2,231.9,beaumont,"beaumont,TX",16000US4807000
Bedford Police Dept,TX,12,48763.0,144.0,2,10.0,29,103,1331.0,282,972.0,77.0,295.3,4.1,20.5,59.5,211.2,2729.5,578.3,1993.3,157.9,bedford,"bedford,TX",16000US4807132
Bell County Sheriff Department,TX,12,,36.0,3,17.0,4,12,706.0,270,411.0,25.0,,,,,,,,,,bell county,"bell county,TX",05000US48027
Benbrook Police Dept,TX,12,22040.0,31.0,1,3.0,9,18,440.0,78,343.0,19.0,140.7,4.5,13.6,40.8,81.7,1996.4,353.9,1556.3,86.2,benbrook,"benbrook,TX",16000US4807552
Bexar County Sheriff Office,TX,12,,487.0,10,70.0,99,308,6398.0,2081,3865.0,452.0,,,,,,,,,,bexar county,"bexar county,TX",05000US48029
Big Spring Police Dept,TX,12,27774.0,160.0,2,15.0,11,132,1099.0,271,785.0,43.0,576.1,7.2,54.0,39.6,475.3,3956.9,975.7,2826.4,154.8,big spring,"big spring,TX",16000US4808236
Bowie County Sheriff Office,TX,12,,131.0,0,15.0,9,107,848.0,331,425.0,92.0,,,,,,,,,,bowie county,"bowie county,TX",05000US48037
Brazoria County Sheriff Department,TX,12,,92.0,3,5.0,26,58,1523.0,587,836.0,100.0,,,,,,,,,,brazoria county,"brazoria county,TX",05000US48039
Brazos County Sheriff Office,TX,12,,41.0,1,0.0,0,40,415.0,158,244.0,13.0,,,,,,,,,,brazos county,"brazos county,TX",05000US48041
Brownsville Police Dept,TX,12,181102.0,473.0,3,38.0,125,307,8337.0,1145,6986.0,206.0,261.2,1.7,21.0,69.0,169.5,4603.5,632.2,3857.5,113.7,brownsville,"brownsville,TX",16000US4810768
Bryan Police Dept,TX,12,78479.0,312.0,1,31.0,69,211,2473.0,496,1889.0,88.0,397.6,1.3,39.5,87.9,268.9,3151.2,632.0,2407.0,112.1,bryan,"bryan,TX",16000US4810912
Burleson Police Dept,TX,12,37774.0,67.0,1,7.0,21,38,1032.0,195,803.0,34.0,177.4,2.6,18.5,55.6,100.6,2732.0,516.2,2125.8,90.0,burleson,"burleson,TX",16000US4811428
Cameron County Sheriff Department,TX,12,,143.0,4,15.0,19,105,1732.0,619,1027.0,86.0,,,,,,,,,,cameron county,"cameron county,TX",05000US48061
Carrollton Police Dept,TX,12,124477.0,180.0,2,7.0,75,96,3414.0,771,2358.0,285.0,144.6,1.6,5.6,60.3,77.1,2742.7,619.4,1894.3,229.0,carrollton,"carrollton,TX",16000US4813024
Cedar Hill Police Dept,TX,12,46633.0,106.0,0,11.0,38,57,1646.0,367,1194.0,85.0,227.3,0.0,23.6,81.5,122.2,3529.7,787.0,2560.4,182.3,cedar hill,"cedar hill,TX",16000US4813492
Cedar Park City Police Dept,TX,12,52051.0,109.0,0,11.0,9,89,765.0,93,653.0,19.0,209.4,0.0,21.1,17.3,171.0,1469.7,178.7,1254.5,36.5,cedar park city,"cedar park city,TX",16000US4813552
Chambers County Sheriff Department,TX,12,,67.0,0,4.0,9,54,579.0,191,339.0,49.0,,,,,,,,,,chambers county,"chambers county,TX",05000US48071
Cherokee County Sheriff Department,TX,12,,76.0,1,10.0,3,62,639.0,209,357.0,73.0,,,,,,,,,,cherokee county,"cherokee county,TX",05000US48073
Cleburne Police Dept,TX,12,30126.0,147.0,1,27.0,21,98,1330.0,267,1005.0,58.0,488.0,3.3,89.6,69.7,325.3,4414.8,886.3,3336.0,192.5,cleburne,"cleburne,TX",16000US4815364
Colleyville Police Dept,TX,12,23677.0,5.0,0,1.0,1,3,181.0,32,146.0,3.0,21.1,0.0,4.2,4.2,12.7,764.5,135.2,616.6,12.7,colleyville,"colleyville,TX",16000US4815988
Collin County Sheriff Department,TX,12,,74.0,1,16.0,2,55,624.0,247,323.0,54.0,,,,,,,,,,collin county,"collin county,TX",05000US48085
Comal County Sheriff Department,TX,12,,219.0,2,25.0,7,185,926.0,280,594.0,52.0,,,,,,,,,,comal county,"comal county,TX",05000US48091
Conroe Police Dept,TX,12,59856.0,221.0,2,13.0,74,132,2061.0,447,1501.0,113.0,369.2,3.3,21.7,123.6,220.5,3443.3,746.8,2507.7,188.8,conroe,"conroe,TX",16000US4816432
Coppell Police Dept,TX,12,40053.0,27.0,0,3.0,4,20,663.0,129,519.0,15.0,67.4,0.0,7.5,10.0,49.9,1655.3,322.1,1295.8,37.5,coppell,"coppell,TX",16000US4816612
Copperas Cove Police Dept,TX,12,33009.0,118.0,1,10.0,23,84,955.0,312,636.0,7.0,357.5,3.0,30.3,69.7,254.5,2893.2,945.2,1926.7,21.2,copperas cove,"copperas cove,TX",16000US4816624
Corinth City Police Dept,TX,12,20971.0,34.0,0,0.0,3,31,297.0,73,213.0,11.0,162.1,0.0,0.0,14.3,147.8,1416.2,348.1,1015.7,52.5,corinth city,"corinth city,TX",16000US4816696
Corpus Christi Police Dept,TX,12,312565.0,2057.0,16,184.0,375,1482,14061.0,2452,11166.0,443.0,658.1,5.1,58.9,120.0,474.1,4498.6,784.5,3572.4,141.7,corpus christi,"corpus christi,TX",16000US4817000
Corsicana Police Dept,TX,12,24284.0,157.0,0,25.0,33,99,1258.0,342,875.0,41.0,646.5,0.0,102.9,135.9,407.7,5180.4,1408.3,3603.2,168.8,corsicana,"corsicana,TX",16000US4817060
Coryell County Sheriff Office,TX,12,,8.0,2,1.0,0,5,116.0,45,62.0,9.0,,,,,,,,,,coryell county,"coryell county,TX",05000US48099
Dallas Police Dept,TX,12,1241549.0,8380.0,154,486.0,4093,3647,54300.0,16090,31148.0,7062.0,675.0,12.4,39.1,329.7,293.7,4373.6,1296.0,2508.8,568.8,dallas,"dallas,TX",16000US4819000
Del Rio Police Dept,TX,12,36302.0,61.0,1,0.0,10,50,731.0,157,561.0,13.0,168.0,2.8,0.0,27.5,137.7,2013.7,432.5,1545.4,35.8,del rio,"del rio,TX",16000US4819792
Denison Police Dept,TX,12,23125.0,94.0,1,10.0,15,68,1081.0,251,767.0,63.0,406.5,4.3,43.2,64.9,294.1,4674.6,1085.4,3316.8,272.4,denison,"denison,TX",16000US4819900
Denton County Sheriff Department,TX,12,,61.0,1,4.0,4,52,901.0,255,584.0,62.0,,,,,,,,,,denton county,"denton county,TX",05000US48121
Denton Police Dept,TX,12,118942.0,369.0,1,86.0,82,200,3262.0,632,2473.0,157.0,310.2,0.8,72.3,68.9,168.1,2742.5,531.4,2079.2,132.0,denton,"denton,TX",16000US4819972
Duncanville Police Dept,TX,12,39899.0,119.0,0,7.0,63,49,1363.0,344,863.0,156.0,298.3,0.0,17.5,157.9,122.8,3416.1,862.2,2163.0,391.0,duncanville,"duncanville,TX",16000US4821628
Eagle Pass Police Dept,TX,12,27208.0,53.0,0,0.0,3,50,924.0,238,665.0,21.0,194.8,0.0,0.0,11.0,183.8,3396.1,874.7,2444.1,77.2,eagle pass,"eagle pass,TX",16000US4821892
Ector County Sheriff Department,TX,12,,57.0,0,1.0,23,33,1417.0,321,956.0,140.0,,,,,,,,,,ector county,"ector county,TX",05000US48135
Edinburg Police Dept,TX,12,80332.0,357.0,1,29.0,50,277,4732.0,857,3666.0,209.0,444.4,1.2,36.1,62.2,344.8,5890.6,1066.8,4563.6,260.2,edinburg,"edinburg,TX",16000US4822660
El Paso County Sheriff Department,TX,12,,250.0,5,28.0,23,194,1260.0,303,829.0,128.0,,,,,,,,,,el paso county,"el paso county,TX",05000US48141
