usps,geoid,ansicode,county,aland,awater,aland_sqmi,awater_sqmi,intptlat,intptlong,county_name,county_suffix
mn,0027065,659478,kanabec county,1350905286,31326853,521.587,12.095,45.947759999999995,-93.297788,kanabec,county
mn,0027067,659479,kandiyohi county,2064994145,168491033,797.299,65.055,45.152714,-95.004981,kandiyohi,county
mn,0027069,659480,kittson county,2845891370,12430335,1098.805,4.7989999999999995,48.77604,-96.780349,kittson,county
mn,0027071,659481,koochiching county,8039662296,129129053,3104.131,49.857,48.245489,-93.782842,koochiching,county
mn,0027073,659482,lac qui parle county,1981394695,33643157,765.0210000000001,12.99,44.999855,-96.176836,lac qui parle,county
mn,0027075,659484,lake county,5463061672,2282572434,2109.3,881.306,47.517111,-91.411704,lake,county
mn,0027077,659483,lake of the woods county,3361456456,1234896047,1297.866,476.796,48.7681,-94.90463299999999,lake of the woods,county
mn,0027079,659485,le sueur county,1162373954,64864946,448.795,25.044,44.373397,-93.73018,le sueur,county
mn,0027081,659486,lincoln county,1390193737,30239357,536.757,11.675,44.408238,-96.272032,lincoln,county
mn,0027083,659487,lyon county,1850698956,18410943,714.559,7.109,44.409195000000004,-95.847268,lyon,county
mn,0027085,659491,mcleod county,1272904064,36406706,491.471,14.057,44.821644,-94.27232,mcleod,county
mn,0027087,659488,mahnomen county,1444896230,64838149,557.878,25.034000000000002,47.328387,-95.811089,mahnomen,county
mn,0027089,659489,marshall county,4597375133,98028981,1775.057,37.849000000000004,48.362728000000004,-96.357761,marshall,county
mn,0027091,659490,martin county,1844976824,44620591,712.35,17.227999999999998,43.677118,-94.53719699999999,martin,county
mn,0027093,659492,meeker county,1575176644,94784399,608.179,36.596,45.123155,-94.527346,meeker,county
mn,0027095,659493,mille lacs county,1482278464,283009536,572.311,109.271,45.929043,-93.63299599999999,mille lacs,county
mn,0027097,659494,morrison county,2913913308,73345112,1125.068,28.319000000000003,46.020484,-94.26661899999999,morrison,county
mn,0027099,659495,mower county,1842332398,617227,711.329,0.23800000000000002,43.666249,-92.759514,mower,county
mn,0027101,659496,murray county,1825169472,38332579,704.702,14.8,44.015594,-95.761581,murray,county
mn,0027103,659497,nicollet county,1161967328,47389526,448.63800000000003,18.297,44.358819,-94.245685,nicollet,county
mn,0027105,659498,nobles county,1852101770,19298727,715.1010000000001,7.4510000000000005,43.677686,-95.763132,nobles,county
mn,0027107,659499,norman county,2260512355,10208067,872.789,3.9410000000000003,47.32947,-96.46380699999999,norman,county
mn,0027109,659500,olmsted county,1693065280,3019317,653.696,1.166,44.003429,-92.406722,olmsted,county
mn,0027111,659501,otter tail county,5107549800,653980149,1972.036,252.503,46.405725,-95.714578,otter tail,county
mn,0027113,659502,pennington county,1596909319,4351506,616.57,1.68,48.069247,-96.037725,pennington,county
mn,0027115,659503,pine county,3655226447,60260139,1411.2910000000002,23.267,46.10094,-92.763094,pine,county
mn,0027117,659504,pipestone county,1204487640,2349150,465.055,0.907,44.015361,-96.257015,pipestone,county
mn,0027119,659505,polk county,5105112442,69128337,1971.095,26.691,47.774254,-96.40002700000001,polk,county
mn,0027121,659506,pope county,1734594114,122696317,669.7310000000001,47.373000000000005,45.589622999999996,-95.44670500000001,pope,county
mn,0027123,659507,ramsey county,394232490,46266249,152.214,17.863,45.01525,-93.10014100000001,ramsey,county
mn,0027125,659508,red lake county,1119929383,227815,432.407,0.08800000000000001,47.865487,-96.08718,red lake,county
mn,0027127,659509,redwood county,2275491168,8230305,878.572,3.178,44.403535999999995,-95.25424100000001,redwood,county
mn,0027129,659510,renville county,2545710985,10851921,982.905,4.19,44.723696999999994,-94.955617,renville,county
mn,0027131,659511,rice county,1284191018,52094530,495.829,20.114,44.350943,-93.298503,rice,county
mn,0027133,659512,rock county,1249561225,698231,482.458,0.27,43.669587,-96.263238,rock,county
mn,0027135,659513,roseau county,4329419259,16925440,1671.598,6.535,48.761068,-95.821504,roseau,county
mn,0027137,662850,st. louis county,16181110468,1584901506,6247.562,611.934,47.578635,-92.51456999999999,st. louis,county
mn,0027139,659514,scott county,923162273,30845306,356.435,11.909,44.651804999999996,-93.533731,scott,county
mn,0027141,659515,sherburne county,1121268410,46928249,432.92400000000004,18.119,45.453176,-93.76913,sherburne,county
mn,0027143,659516,sibley county,1524931225,30410575,588.779,11.742,44.575734000000004,-94.23012299999999,sibley,county
mn,0027145,659517,stearns county,3478164897,121792623,1342.9270000000001,47.023999999999994,45.555234999999996,-94.61048199999999,stearns,county
mn,0027147,659518,steele county,1112775579,6976791,429.645,2.694,44.015260999999995,-93.220453,steele,county
mn,0027149,659519,stevens county,1459726597,30342332,563.604,11.715,45.593461,-95.992315,stevens,county
mn,0027151,659520,swift county,1921984166,26172105,742.082,10.105,45.27581,-95.690124,swift,county
mn,0027153,659521,todd county,2447581935,89311177,945.0169999999999,34.483000000000004,46.066569,-94.900576,todd,county
mn,0027155,659522,traverse county,1486399464,30952262,573.9019999999999,11.950999999999999,45.769935,-96.47483199999999,traverse,county
mn,0027157,659523,wabasha county,1354407986,68928771,522.94,26.614,44.289693,-92.23334,wabasha,county
mn,0027159,659524,wadena county,1388928907,18038946,536.268,6.965,46.586985999999996,-94.988608,wadena,county
mn,0027161,659525,waseca county,1096487786,24907907,423.356,9.617,44.01846,-93.589844,waseca,county
mn,0027163,659526,washington county,995604100,99453370,384.405,38.399,45.037929,-92.890117,washington,county
mn,0027165,659527,watonwan county,1126535626,12360889,434.958,4.773,43.978365999999994,-94.61412800000001,watonwan,county
mn,0027167,659528,wilkin county,1945038532,482526,750.9839999999999,0.18600000000000003,46.362334999999995,-96.47665699999999,wilkin,county
mn,0027169,659529,winona county,1621877195,39812919,626.21,15.372,43.982268,-91.776708,winona,county
mn,0027171,659530,wright county,1713165104,136781207,661.457,52.812,45.175090999999995,-93.966396,wright,county
mn,0027173,659531,yellow medicine county,1966059387,10689225,759.1,4.127,44.715736,-95.862756,yellow medicine,county
ms,0028001,695726,adams county,1197468163,65273649,462.345,25.201999999999998,31.486218,-91.351781,adams,county
ms,0028003,711755,alcorn county,1036100625,3417857,400.041,1.32,34.886569,-88.581109,alcorn,county
ms,0028005,695727,amite county,1890950938,3877870,730.1,1.4969999999999999,31.203933000000003,-90.795542,amite,county
ms,0028007,695728,attala county,1903594490,4421407,734.982,1.7069999999999999,33.09047,-89.588622,attala,county
ms,0028009,695729,benton county,1053131340,5279201,406.616,2.0380000000000003,34.810518,-89.200285,benton,county
ms,0028011,695730,bolivar county,2270314527,75742116,876.573,29.244,33.799139000000004,-90.88412,bolivar,county
ms,0028013,695731,calhoun county,1519218224,3590395,586.573,1.386,33.936634000000005,-89.337114,calhoun,county
ms,0028015,695732,carroll county,1627140767,16426891,628.243,6.3420000000000005,33.440795,-89.918887,carroll,county
ms,0028017,695733,chickasaw county,1299609282,6380769,501.782,2.464,33.921654,-88.945808,chickasaw,county
ms,0028019,695734,choctaw county,1083088263,4331861,418.18300000000005,1.673,33.345964,-89.25133199999999,choctaw,county
ms,0028021,695735,claiborne county,1262400065,35711032,487.415,13.788,31.97281,-90.915424,claiborne,county
ms,0028023,695736,clarke county,1791177246,5069758,691.577,1.9569999999999999,32.045374,-88.687976,clarke,county
ms,0028025,695737,clay county,1062066229,15393026,410.066,5.943,33.661733,-88.783326,clay,county
ms,0028027,695738,coahoma county,1430818349,79539460,552.442,30.71,34.22867,-90.603165,coahoma,county
ms,0028029,695739,copiah county,2013052659,5751003,777.2439999999999,2.22,31.866915000000002,-90.448758,copiah,county
ms,0028031,695740,covington county,1071727828,2937796,413.796,1.1340000000000001,31.633331,-89.548897,covington,county
ms,0028033,695741,desoto county,1233558767,53622534,476.28,20.704,34.874266,-89.99324,desoto,county
ms,0028035,695742,forrest county,1207037264,10878481,466.04,4.2,31.188579999999998,-89.259447,forrest,county
ms,0028037,695743,franklin county,1460181284,7728339,563.779,2.984,31.477776000000002,-90.895811,franklin,county
ms,0028039,695744,george county,1239817223,12838142,478.69599999999997,4.957,30.855431,-88.642268,george,county
ms,0028041,695745,greene county,1846034045,15380532,712.758,5.938,31.212845,-88.634811,greene,county
ms,0028043,695746,grenada county,1093252416,70698222,422.10699999999997,27.296999999999997,33.770031,-89.80274,grenada,county
ms,0028045,711756,hancock county,1227506907,204149867,473.94300000000004,78.82300000000001,30.391640999999996,-89.482791,hancock,county
ms,0028047,695747,harrison county,1486633638,1063698169,573.992,410.69599999999997,30.416535999999997,-89.083376,harrison,county
ms,0028049,695748,hinds county,2252694392,19479845,869.77,7.521,32.267788,-90.46601700000001,hinds,county
ms,0028051,695749,holmes county,1959840935,20509196,756.699,7.919,33.125941999999995,-90.091197,holmes,county
ms,0028053,695750,humphreys county,1083947213,32942668,418.514,12.719000000000001,33.130996,-90.523421,humphreys,county
ms,0028055,695751,issaquena county,1069782955,73507441,413.046,28.381,32.755539,-91.003535,issaquena,county
ms,0028057,695752,itawamba county,1379914862,19843929,532.788,7.662000000000001,34.281075,-88.363127,itawamba,county
ms,0028059,695753,jackson county,1871922335,830478545,722.753,320.65,30.456004999999998,-88.625101,jackson,county
ms,0028061,695754,jasper county,1751444087,3181586,676.2360000000001,1.228,32.016989,-89.11943000000001,jasper,county
ms,0028063,695755,jefferson county,1346611146,18988100,519.929,7.331,31.733633,-91.043878,jefferson,county
ms,0028065,695756,jefferson davis county,1057871713,1791496,408.44699999999995,0.6920000000000001,31.565606,-89.82651700000001,jefferson davis,county
ms,0028067,695757,jones county,1799558859,12676822,694.814,4.895,31.616601,-89.168532,jones,county
ms,0028069,695758,kemper county,1984361021,2182350,766.166,0.843,32.750136,-88.625631,kemper,county
ms,0028071,695759,lafayette county,1636141949,123084030,631.7180000000001,47.523,34.349298,-89.48590300000001,lafayette,county
ms,0028073,695760,lamar county,1287573226,8621800,497.135,3.3289999999999997,31.197585999999998,-89.50636899999999,lamar,county
ms,0028075,695761,lauderdale county,1822446691,29792143,703.6510000000001,11.503,32.403998,-88.660449,lauderdale,county
ms,0028077,695762,lawrence county,1115424221,13213419,430.668,5.102,31.550009000000003,-90.10753000000001,lawrence,county
ms,0028079,695763,leake county,1509966890,6411188,583.002,2.475,32.760737,-89.52223599999999,leake,county
ms,0028081,695764,lee county,1165367655,8349362,449.95099999999996,3.2239999999999998,34.29246,-88.682383,lee,county
ms,0028083,695765,leflore county,1536793557,33720310,593.359,13.019,33.54979,-90.294934,leflore,county
ms,0028085,695766,lincoln county,1518059596,5305564,586.126,2.048,31.535216,-90.45356600000001,lincoln,county
ms,0028087,695767,lowndes county,1309077257,28560540,505.43800000000005,11.027000000000001,33.471424,-88.439723,lowndes,county
ms,0028089,695768,madison county,1850054742,71147843,714.31,27.47,32.634370000000004,-90.03416,madison,county
ms,0028091,695769,marion county,1404769467,16149942,542.385,6.236000000000001,31.230166999999998,-89.821712,marion,county
ms,0028093,695770,marshall county,1828989885,9195190,706.177,3.55,34.76619,-89.504231,marshall,county
ms,0028095,695771,monroe county,1981577562,18141243,765.091,7.004,33.890029999999996,-88.485038,monroe,county
ms,0028097,711757,montgomery county,1054075010,2352281,406.981,0.9079999999999999,33.500714,-89.639625,montgomery,county
ms,0028099,695772,neshoba county,1476640970,3830967,570.134,1.479,32.752518,-89.119274,neshoba,county
ms,0028101,695773,newton county,1496636734,4525338,577.855,1.7469999999999999,32.40197,-89.118412,newton,county
ms,0028103,695774,noxubee county,1800451755,12487975,695.158,4.822,33.106508000000005,-88.566004,noxubee,county
ms,0028105,695775,oktibbeha county,1186750564,9649672,458.207,3.7260000000000004,33.422313,-88.87615100000001,oktibbeha,county
ms,0028107,695776,panola county,1774515465,51767060,685.1439999999999,19.987000000000002,34.365204999999996,-89.963065,panola,county
ms,0028109,695777,pearl river county,2100183753,20778648,810.8860000000001,8.023,30.774793,-89.586904,pearl river,county
ms,0028111,695778,perry county,1676259567,7754374,647.207,2.9939999999999998,31.169307,-88.988755,perry,county
ms,0028113,711758,pike county,1059349956,4341077,409.017,1.676,31.177516999999998,-90.397725,pike,county
ms,0028115,695803,pontotoc county,1289142769,8496482,497.741,3.281,34.227081,-89.037239,pontotoc,county
ms,0028117,695779,prentiss county,1074778155,8353573,414.974,3.225,34.621103999999995,-88.52217900000001,prentiss,county
ms,0028119,695780,quitman county,1048975456,3676001,405.01199999999994,1.419,34.252833,-90.290171,quitman,county
ms,0028121,695781,rankin county,2008307278,79444946,775.4119999999999,30.674,32.267123,-89.946063,rankin,county
ms,0028123,695782,scott county,1577902058,3001527,609.231,1.159,32.427127,-89.533209,scott,county
ms,0028125,695783,sharkey county,1118149645,8806465,431.72,3.4,32.892395,-90.827613,sharkey,county
ms,0028127,695784,simpson county,1525930830,3378534,589.165,1.304,31.902504999999998,-89.917709,simpson,county
ms,0028129,695785,smith county,1647926079,2599432,636.268,1.004,32.019028999999996,-89.494877,smith,county
ms,0028131,695786,stone county,1153800131,6712362,445.485,2.592,30.790184000000004,-89.112297,stone,county
ms,0028133,695787,sunflower county,1807175449,23758961,697.7539999999999,9.173,33.605529,-90.59509,sunflower,county
ms,0028135,695788,tallahatchie county,1671109478,17929641,645.219,6.922999999999999,33.954527,-90.17224499999999,tallahatchie,county
ms,0028137,695789,tate county,1048330139,16092731,404.76300000000003,6.212999999999999,34.649553000000004,-89.943105,tate,county
ms,0028139,695790,tippah county,1185725883,5551259,457.811,2.1430000000000002,34.763618,-88.918819,tippah,county
ms,0028141,695791,tishomingo county,1098939131,52359824,424.30300000000005,20.215999999999998,34.737697,-88.236064,tishomingo,county
ms,0028143,695792,tunica county,1177602341,67538875,454.675,26.076999999999998,34.652201,-90.37177,tunica,county
ms,0028145,695793,union county,1076399070,3387491,415.6,1.308,34.489533,-89.002339,union,county
ms,0028147,695794,walthall county,1046210307,1195913,403.944,0.462,31.164492,-90.103431,walthall,county
ms,0028149,695795,warren county,1524248589,77800851,588.516,30.039,32.356095,-90.852384,warren,county
ms,0028151,695796,washington county,1877069947,94495553,724.7410000000001,36.485,33.273174,-90.944446,washington,county
ms,0028153,695797,wayne county,2099745463,7255504,810.716,2.801,31.642475,-88.678212,wayne,county
ms,0028155,695798,webster county,1090223314,5935286,420.93800000000005,2.292,33.612048,-89.283836,webster,county
ms,0028157,695799,wilkinson county,1756260364,25019052,678.096,9.66,31.161091,-91.324617,wilkinson,county
ms,0028159,695800,winston county,1572731699,7383417,607.235,2.8510000000000004,33.078724,-89.037391,winston,county
ms,0028161,695801,yalobusha county,1209858231,72197100,467.129,27.875,34.030666,-89.703807,yalobusha,county
ms,0028163,695802,yazoo county,2390421582,29316444,922.947,11.319,32.765675,-90.387928,yazoo,county
mo,0029001,765805,adair county,1469362098,5468494,567.3240000000001,2.1109999999999998,40.190666,-92.603592,adair,county
mo,0029003,758456,andrew county,1120696255,9649941,432.70300000000003,3.7260000000000004,39.988863,-94.803551,andrew,county
mo,0029005,758457,atchison county,1417462669,7359184,547.285,2.841,40.431846,-95.437555,atchison,county
mo,0029007,758458,audrain county,1792880294,11880952,692.235,4.587,39.21448,-91.84341500000001,audrain,county
mo,0029009,758459,barry county,2015659380,32942022,778.25,12.719000000000001,36.699378,-93.834326,barry,county
mo,0029011,758460,barton county,1533067953,12434934,591.9209999999999,4.801,37.500799,-94.344089,barton,county
mo,0029013,758461,bates county,2167014996,38050444,836.689,14.690999999999999,38.257217,-94.339246,bates,county
mo,0029015,758462,benton county,1823463581,125579873,704.043,48.486999999999995,38.301035999999996,-93.287942,benton,county
mo,0029017,758463,bollinger county,1600366956,8527783,617.905,3.293,37.318346000000005,-90.02460400000001,bollinger,county
mo,0029019,758464,boone county,1775514071,14289200,685.53,5.517,38.989861,-92.310202,boone,county
mo,0029021,758465,buchanan county,1056782166,17172218,408.026,6.63,39.660369,-94.808173,buchanan,county
mo,0029023,758466,butler county,1799185240,11194772,694.669,4.322,36.71518,-90.40313,butler,county
mo,0029025,758467,caldwell county,1104350491,8402198,426.392,3.2439999999999998,39.658998,-93.979179,caldwell,county
mo,0029027,758468,callaway county,2161547111,33098375,834.578,12.779000000000002,38.835547,-91.923446,callaway,county
mo,0029029,758469,camden county,1699033618,136346945,656.0010000000001,52.644,38.026527,-92.765327,camden,county
mo,0029031,758470,cape girardeau county,1498398189,20174875,578.535,7.79,37.384141,-89.68565799999999,cape girardeau,county
mo,0029033,758471,carroll county,1799061639,17533435,694.622,6.77,39.427375,-93.500227,carroll,county
mo,0029035,758472,carter county,1314039248,4305248,507.353,1.662,36.944858,-90.945705,carter,county
mo,0029037,758473,cass county,1804384179,15051091,696.677,5.811,38.647159,-94.354242,cass,county
mo,0029039,758474,cedar county,1228906570,62602362,474.483,24.171,37.733655,-93.850014,cedar,county
mo,0029041,758475,chariton county,1945540005,40354615,751.177,15.581,39.517967999999996,-92.96162,chariton,county
mo,0029043,758476,christian county,1457243705,3012565,562.645,1.163,36.969739000000004,-93.187614,christian,county
mo,0029045,758477,clark county,1307147499,18473322,504.69199999999995,7.132999999999999,40.407275,-91.729472,clark,county
mo,0029047,758478,clay county,1029624311,28829761,397.54,11.130999999999998,39.315551,-94.421502,clay,county
mo,0029049,758479,clinton county,1085092925,11723668,418.957,4.527,39.608723,-94.395803,clinton,county
mo,0029051,758480,cole county,1013978956,19293870,391.499,7.449,38.503233,-92.280027,cole,county
mo,0029053,758481,cooper county,1462738145,11433994,564.766,4.415,38.845386,-92.81232299999999,cooper,county
mo,0029055,758482,crawford county,1923109166,3203505,742.5169999999999,1.237,37.96656,-91.31393299999999,crawford,county
mo,0029057,758483,dade county,1269125074,42068699,490.01199999999994,16.243,37.43235,-93.854878,dade,county
mo,0029059,758484,dallas county,1400578696,5388322,540.766,2.08,37.683583,-93.033812,dallas,county
mo,0029061,758485,daviess county,1458775301,15044893,563.236,5.809,39.962839,-93.97005300000001,daviess,county
mo,0029063,758486,dekalb county,1091311618,11561088,421.358,4.4639999999999995,39.894665,-94.40719,dekalb,county
mo,0029065,758487,dent county,1949642871,4519379,752.7610000000001,1.745,37.603075,-91.489716,dent,county
mo,0029067,758488,douglas county,2107296277,2498264,813.632,0.965,36.946517,-92.51589200000001,douglas,county
mo,0029069,758489,dunklin county,1401369313,15831425,541.072,6.1129999999999995,36.153025,-90.06225400000001,dunklin,county
mo,0029071,758490,franklin county,2389734329,20729076,922.682,8.004,38.408313,-91.07341,franklin,county
mo,0029073,758491,gasconade county,1344214927,18009302,519.004,6.952999999999999,38.441183,-91.50578,gasconade,county
mo,0029075,758492,gentry county,1272776765,762384,491.42199999999997,0.294,40.208127000000005,-94.405321,gentry,county
mo,0029077,758493,greene county,1749069307,6631836,675.319,2.5610000000000004,37.258196000000005,-93.340641,greene,county
mo,0029079,758494,grundy county,1127383765,7118003,435.285,2.748,40.112541,-93.565054,grundy,county
mo,0029081,758495,harrison county,1871276829,10103771,722.5039999999999,3.9010000000000002,40.345620000000004,-93.992582,harrison,county
mo,0029083,758496,henry county,1805075830,91636440,696.944,35.381,38.386491,-93.79262800000001,henry,county
mo,0029085,758497,hickory county,1033685852,32677677,399.108,12.617,37.9367,-93.322834,hickory,county
mo,0029087,758498,holt county,1198369599,19839056,462.69300000000004,7.66,40.095724,-95.219072,holt,county
mo,0029089,758499,howard county,1201192677,19893000,463.783,7.681,39.143365,-92.695926,howard,county
mo,0029091,758500,howell county,2401562526,2913502,927.2489999999999,1.125,36.774369,-91.88736800000001,howell,county
mo,0029093,758501,iron county,1425176120,4664163,550.264,1.801,37.625971,-90.699587,iron,county
mo,0029095,758502,jackson county,1565536533,30533732,604.457,11.789000000000001,39.005441,-94.343326,jackson,county
mo,0029097,758503,jasper county,1653653989,7233655,638.479,2.793,37.205197,-94.337259,jasper,county
mo,0029099,758504,jefferson county,1700722377,19766573,656.653,7.632000000000001,38.257599,-90.543542,jefferson,county
mo,0029101,758505,johnson county,2147833526,10122990,829.283,3.909,38.741528,-93.811863,johnson,county
mo,0029103,758506,knox county,1305376323,7306998,504.009,2.821,40.136776,-92.14680899999999,knox,county
mo,0029105,758507,laclede county,1980627843,8515315,764.725,3.2880000000000003,37.659688,-92.59484,laclede,county
mo,0029107,758508,lafayette county,1627640424,27215047,628.436,10.508,39.068705,-93.802639,lafayette,county
mo,0029109,758509,lawrence county,1584390791,4249322,611.737,1.641,37.106590000000004,-93.830551,lawrence,county
mo,0029111,758510,lewis county,1308052643,14901556,505.042,5.754,40.084559000000006,-91.728803,lewis,county
mo,0029113,758511,lincoln county,1622776817,36014744,626.558,13.905,39.062255,-90.962916,lincoln,county
mo,0029115,758512,linn county,1594303607,15053677,615.564,5.812,39.86444,-93.108019,linn,county
mo,0029117,758513,livingston county,1378706407,16156741,532.322,6.2379999999999995,39.778587,-93.548201,livingston,county
mo,0029119,758518,mcdonald county,1397247243,520251,539.48,0.201,36.630218,-94.343956,mcdonald,county
mo,0029121,758514,macon county,2075117963,28912855,801.2080000000001,11.163,39.829795000000004,-92.56434,macon,county
mo,0029123,758515,madison county,1280463448,8312929,494.39,3.21,37.473234999999995,-90.345453,madison,county
mo,0029125,758516,maries county,1364869331,7636524,526.979,2.948,38.162615,-91.923601,maries,county
mo,0029127,758517,marion county,1131627603,19114159,436.92400000000004,7.38,39.807538,-91.635379,marion,county
mo,0029129,758519,mercer county,1175427675,3302140,453.835,1.275,40.421413,-93.567631,mercer,county
mo,0029131,758520,miller county,1534813198,19159078,592.595,7.397,38.21668,-92.42987600000001,miller,county
mo,0029133,758521,mississippi county,1065995418,44494550,411.583,17.179000000000002,36.826264,-89.295929,mississippi,county
mo,0029135,758522,moniteau county,1074911087,9960340,415.026,3.846,38.633037,-92.583642,moniteau,county
mo,0029137,758523,monroe county,1677414495,58300701,647.653,22.51,39.49827,-92.006458,monroe,county
mo,0029139,758524,montgomery county,1385765157,14100634,535.047,5.444,38.935184,-91.465427,montgomery,county
mo,0029141,758525,morgan county,1547854713,42426944,597.63,16.381,38.420807,-92.874835,morgan,county
mo,0029143,758526,new madrid county,1747828466,56291580,674.84,21.734,36.594260999999996,-89.655948,new madrid,county
mo,0029145,758527,newton county,1618104264,4717279,624.754,1.821,36.908364,-94.335021,newton,county
mo,0029147,758528,nodaway county,2271326366,2361587,876.9639999999999,0.912,40.361136,-94.883146,nodaway,county
mo,0029149,758529,oregon county,2045561468,4528617,789.796,1.749,36.68531,-91.401827,oregon,county
mo,0029151,758530,osage county,1571017618,17751386,606.573,6.854,38.464253,-91.859504,osage,county
mo,0029153,758531,ozark county,1929467530,26574821,744.972,10.261,36.64959,-92.458549,ozark,county
mo,0029155,758532,pemiscot county,1275622096,54164348,492.52,20.913,36.209916,-89.785942,pemiscot,county
mo,0029157,758533,perry county,1228575339,25393623,474.356,9.805,37.71113,-89.802125,perry,county
mo,0029159,758534,pettis county,1766949556,10504062,682.2230000000001,4.056,38.727367,-93.285207,pettis,county
mo,0029161,758535,phelps county,1739898837,6587846,671.779,2.544,37.866326,-91.79034899999999,phelps,county
mo,0029163,758536,pike county,1736428702,36976465,670.439,14.277000000000001,39.339959,-91.171607,pike,county
mo,0029165,758537,platte county,1088287297,17131591,420.19,6.615,39.378696000000005,-94.761472,platte,county
mo,0029167,758538,polk county,1646005913,17838295,635.526,6.8870000000000005,37.616761,-93.400817,polk,county
mo,0029169,758539,pulaski county,1416983924,11342729,547.101,4.379,37.824835,-92.207022,pulaski,county
mo,0029171,758540,putnam county,1339843833,5943338,517.317,2.295,40.478606,-93.014531,putnam,county
mo,0029173,758541,ralls county,1216727208,36396575,469.781,14.052999999999999,39.553455,-91.524787,ralls,county
mo,0029175,758542,randolph county,1250217868,13254156,482.712,5.117,39.439249,-92.492959,randolph,county
mo,0029177,758543,ray county,1473200371,13287170,568.806,5.13,39.308401,-93.995746,ray,county
mo,0029179,758544,reynolds county,2093947113,15372846,808.4780000000001,5.935,37.360857,-90.969516,reynolds,county
mo,0029181,758545,ripley county,1630498239,5443028,629.539,2.102,36.648902,-90.86706,ripley,county
mo,0029183,758546,st. charles county,1451532177,83313989,560.44,32.168,38.781102000000004,-90.674915,st. charles,county
mo,0029185,758547,st. clair county,1735273535,83056120,669.993,32.068000000000005,38.039069,-93.773076,st. clair,county
mo,0029186,765806,ste. genevieve county,1292800228,19739927,499.153,7.622000000000001,37.885845,-90.16153100000001,ste. genevieve,county
mo,0029187,758548,st. francois county,1170281586,7316532,451.848,2.825,37.810707,-90.47386800000001,st. francois,county
mo,0029189,758549,st. louis county,1315118597,39389335,507.77,15.208,38.640702000000005,-90.445954,st. louis,county
mo,0029195,758550,saline county,1956756361,29548018,755.508,11.409,39.13584,-93.204164,saline,county
mo,0029197,758551,schuyler county,795916381,2216074,307.305,0.856,40.469361,-92.51901600000001,schuyler,county
mo,0029199,758552,scotland county,1130968214,6797961,436.66900000000004,2.625,40.447686,-92.142824,scotland,county
mo,0029201,758553,scott county,1087765670,15199719,419.98900000000003,5.869,37.047793,-89.56809799999999,scott,county
mo,0029203,758554,shannon county,2599881259,464011,1003.82,0.179,37.152498,-91.391328,shannon,county
mo,0029205,758555,shelby county,1297230435,3764589,500.86300000000006,1.454,39.797531,-92.088719,shelby,county
mo,0029207,758556,stoddard county,2132128267,15028338,823.2189999999999,5.8020000000000005,36.851557,-89.94748100000001,stoddard,county
mo,0029209,758557,stone county,1201848035,121059180,464.036,46.74100000000001,36.751003999999995,-93.473701,stone,county
mo,0029211,758558,sullivan county,1678264387,9123193,647.982,3.522,40.209587,-93.109783,sullivan,county
mo,0029213,758559,taney county,1638012167,49727386,632.44,19.2,36.649827,-93.042819,taney,county
mo,0029215,758560,texas county,3049104602,5071087,1177.266,1.9580000000000002,37.314257,-91.964478,texas,county
mo,0029217,758561,vernon county,2140347565,27016478,826.393,10.431,37.850196000000004,-94.341597,vernon,county
mo,0029219,758562,warren county,1110070700,23748229,428.601,9.169,38.761902,-91.159306,warren,county
mo,0029221,758563,washington county,1968056337,6778977,759.8710000000001,2.617,37.942611,-90.897018,washington,county
mo,0029223,758564,wayne county,1966257835,38558996,759.176,14.888,37.112319,-90.452378,wayne,county
mo,0029225,758565,webster county,1534730101,3110558,592.563,1.2009999999999998,37.280803999999996,-92.87608,webster,county
mo,0029227,758566,worth county,690523649,535323,266.613,0.207,40.480191999999995,-94.418748,worth,county
mo,0029229,758567,wright county,1765779833,3533318,681.7710000000001,1.364,37.267635999999996,-92.48001,wright,county
mo,0029510,767557,st. louis city,160458011,10670053,61.953,4.12,38.635699,-90.244582,st. louis,city
mt,0030001,1719627,beaverhead county,14352734725,78329894,5541.621999999999,30.243000000000002,45.133863,-112.89286899999999,beaverhead,county
mt,0030003,1716521,big horn county,12938512640,49198410,4995.588,18.996,45.407869,-107.51816299999999,big horn,county
mt,0030005,1722470,blaine county,10949320885,29085603,4227.557,11.23,48.428282,-108.967648,blaine,county
mt,0030007,1719625,broadwater county,3088595782,119695385,1192.514,46.215,46.329851,-111.49786999999999,broadwater,county
mt,0030009,1720111,carbon county,5306292298,34665749,2048.771,13.385,45.224475,-109.02855100000001,carbon,county
mt,0030011,1688746,carter county,8652525782,19496162,3340.759,7.528,45.516825,-104.51532399999999,carter,county
mt,0030013,1719622,cascade county,6988446636,34228224,2698.2540000000004,13.216,47.316443,-111.350571,cascade,county
mt,0030015,1719619,chouteau county,10289098194,62622935,3972.643,24.179000000000002,47.886837,-110.43618899999998,chouteau,county
mt,0030017,1720109,custer county,9798658647,25523080,3783.283,9.855,46.261480999999996,-105.55050800000001,custer,county
mt,0030019,1637566,daniels county,3693596794,1021697,1426.106,0.39399999999999996,48.794429,-105.54173899999999,daniels,county
mt,0030021,1715632,dawson county,6143078552,29294560,2371.856,11.311,47.272425,-104.901027,dawson,county
mt,0030023,1719617,deer lodge county,1907556731,12147803,736.512,4.69,46.094608,-113.14163500000001,deer lodge,county
